title,sourceURL,imageURL,artist,nationality,materials,dimensions,creationDate,galleryLabel,provenance,relatedArtworksURL,relatedArtworksTitle,birthDate,deathDate,EA_id
After the Shower,http://www.imamuseum.org/art/collections/artwork/after-shower-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/18/187ae98a-8254-4541-a233-ba9b982aea6e.jpg,William Merritt Chase,American,oil on canvas,,about 1885-1889,,,http://www.imamuseum.org/art/collections/artwork/still-life-fish-chase-william-merritt,Still Life with Fish,1849,1916,5cee46670646
The Valley in the Sea,http://www.imamuseum.org/art/collections/artwork/valley-sea-moran-edward,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/21/2184c171-36c4-4b1c-b9bb-429ed59bd3cd.jpg,"Moran, Edward",American,oil on canvas,,1862,"This canvas is perhaps the only panoramic underwater scene in 19th-century American art, and it is the aquatic equivalent of a Hudson River School landscape.
Moran may have been inspired by underwater exploration related to the laying of the first successful telegraph cable in 1858.",The piece was first owned by Dr. J.M. Sommerville in 1862.  Bernard Danenberg Inc. of New York sold the piece to the Indianapolis Museum of Art in 1970.,http://www.imamuseum.org/art/collections/artwork/hurricane-marin-john,Hurricane,1829,1901,1fe4f5129ead
Portrait of a Family,http://www.imamuseum.org/art/collections/artwork/portrait-elizabeth-stoughton-wolcott-laura-and-oliver-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/09/09492ac3-df80-435e-9c4c-09b989ebbe49.jpg,"Stuart, Gilbert",American,oil on canvas,,about 1783-1793,"Gilbert Stuart
Portrait of A Family, ca. 1783 - 1793
oil on canvas
50 x 40 in.
Gift of Mrs. Herman C. Krannert
鑱絃earn More
Debt resulting from an inability to manage money kept Gilbert Stuart on the move much of his life. ?Born in North Kingston, Rhode Island and raised in Newport, Stuart was taught by a local Scottish painter who took him to Scotland, but his mentor閳ユ ?death forced Stuart back to America. ?During the Revolutionary War, he returned to England to study with the American expatriate Benjamin West. ?As success came, so did debt which forced Stuart to Dublin, Ireland and then to America, where he eventually became the most highly regarded portraitist of his day. A skillful master of his craft, Stuart painted directly on the canvas, without using any preliminary drawing. By the end of his career, Stuart had painted over a thousand portraits of important political figures. ?One of his most famous portraits of George Washington was the 閳ユ穾thenaeum Head ?currently on the dollar bill.
In this painting, the woman and children are posed against a drawn drape in the style of British portraiture. ?The similarity of the colors used in the sash, chair, curtain and trim on the young boy閳ユ ?jacket move the viewer閳ユ ?eye around the canvas to encompass all the figures. The woman is wearing a simple, elegant, robe  ?l閳ユ獌nglaise, a gown favored by portrait painters of the period. ?The woman閳ユ ?hair is lightly powdered and fashionably styled in the coiffure  ?l'h鑼卹isson, or 閳ユ笁edgehog, ?in which the hair was cut short in the front, frizzed to the ends and then brushed up away from the face. ?Reference
Carrie Rebora Barratt, Ellen Gross Miles. ?Gilbert Stuart, New York: Metropolitan Museum of Art, 2004. ?ISBN-13: 978-1588391247",,,,1755,1828,4c3c29fd5a8f
The Rainbow,http://www.imamuseum.org/art/collections/artwork/rainbow-inness-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/93/9305cd46-399b-418e-9ac5-f05aaa8f9c6e.jpg,"Inness, George",American,oil on canvas,,about 1878-1879,"The storm provides a striking contrast between the passing dark clouds, a rainbow streaking across the sky, and the sun illuminating the grass.
The Rainbow belongs to the dramatic series of storm scenes painted by Inness during the late 1870s.",Mr. H. Wheeler Bond purchased the piece from the artist.  Mrs. Edward Carroll Sibley (Mr. Bond's daughter) inherited the piece.  Max Safron of St. Louis purchased the piece.  It was then owned by Dr. Maurice J. Lonsway of St. Louis.  The piece was presented to the John Herron Art Institute of Indianapolis in 1944.,,,1825,1894,4c7002d303ae
Portrait of a German Tragedian,http://www.imamuseum.org/art/collections/artwork/portrait-german-tragedian-blumenschein-ernest-leonard,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6d/6dde50ae-9880-4a11-8783-466337663aed.jpg,"Blumenschein, Ernest Leonard",American,oil on canvas,,1907,"The sitter閳ユ ?expressive right hand reveals that the artist had a solid grounding in draftsmanship and modeling.
This portly man was an actor stranded in Paris who posed for painters between acting jobs.
The portrait was exhibited in Paris in 1908, where Booth Tarkington purchased it.",,http://www.imamuseum.org/art/collections/artwork/louisa-fletcher-blumenschein-mary-shepard-greene,Louisa Fletcher,1874,1960,6f768f2dee6f
Portrait of Alice Lyons,http://www.imamuseum.org/art/collections/artwork/portrait-alice-lyons-hegler-john-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f7/f75b9a9b-2716-4e00-95de-a17f3572b16b.jpg,John J. Hegler,,oil on canvas,39 x 28 in.,about 1855,"The child's serious expression reflects the mid-19th century concept of children as small adults.
The rugged setting is a reminder of the frontier conditions that existed in Indiana in the 1850s.
Hegler received a commission from Dr. Lewis Lyons of Attica to paint his daughter Alice.",Purchased by Roger Gould Wolcott at an auction in 1951 where the contents of the Lyon's home were sold in Attica.  Records state that it was in the collection of Minnie Parker of Attica.,http://www.imamuseum.org/art/collections/artwork/portrait-dr-lewis-d-lyons-hays-barton-stone,Portrait of Dr. Lewis D. Lyons,,,4b229abcfd19
Our Flag,http://www.imamuseum.org/art/collections/artwork/our-flag-church-frederic-edwin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e4/e48e0bc9-584b-4399-804c-50c255030435.jpg,"Church, Frederic Edwin",American,oil on canvas,,1864,"Church painted panoramic vistas of scenes from New England to South America, but in this canvas he offers a symbolic image of America during the Civil War.
The 31-star flag of the Union flutters amidst the smoke of battle as a symbol of Church's belief in the eventual triumph of the Union.","Mr. Albert Ten Eyck Gardner New York, Cincinnati Art Museum, Hirschl and Adler",,,1826,1900,27585c088122
November Morning,http://www.imamuseum.org/art/collections/artwork/november-morning-tryon-dwight-william,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/10/1091d62d-2787-44ef-9121-f1f7e9c8f358.jpg,"Tryon, Dwight William",American,oil on panel,26 x 34 in.,1901-1902,"This painting's introspective mood, harmonious colors and peaceful, open scene are prime examples of American Tonalism. ?The artist wanted his lanscapes to be evocations of states of mind.
Tryon's favorite subject was a stand of trees in a barren field at twilight.",,,,1849,1925,be92cb84473f
Hurricane,http://www.imamuseum.org/art/collections/artwork/hurricane-marin-john,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d8/d81270cf-7530-4129-8df7-97899b413626.jpg,"Marin, John",American,oil on canvas,,1944,"Patches of raw canvas, daubs of thick paint and frenzied brushwork convey the turbulence of the stormy sea.
Marin is best known for his watercolors, but his oils also exude the dynamic power of nature.
The artist created landscapes inspired by cubism, and a sensitivity to nature's rhythms.",The artist; Alfred Stieglitz and An American Place; Mrs. Fesler purchased the piece in 1944; donated to the museum by Mrs. Fesler 1961,,,1870,1953,54d54b130f1e
Whaler and Fishing Vessels near the Coast of Labrador,http://www.imamuseum.org/art/collections/artwork/whaler-and-fishing-vessels-near-coast-labrador-bradford-william,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ac/ac50db94-2ff0-41a0-84c9-61dff7329bcc.jpg,"Bradford, William",American,oil on canvas,,about 1880,"In Bradford's day, icebergs were seen as symbols of the perpetual process of formation and destruction, and the icy equivalents of mountains.
The whaler and fishing vessels add a human presence that tempers the awesome scale of nature.",Gift to the museum by Delavan Smith,,,1823,1892,0a0137e70790
Margaret MacKittrick,http://www.imamuseum.org/art/collections/artwork/margaret-mackittrick-thayer-abbott-handerson,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ba/bacdecda-22d6-4381-9a99-9b5d1bcf3c5c.jpg,"Thayer, Abbott Handerson",American,oil on canvas,,about 1903,"Thayer閳ユ ?image of his daughter閳ユ ?15-year-old friend embodies the natural beauty of young womanhood.
Her tousled hair, rough blouse and open gaze suggest a mixture of innocence and sensuality.
The Italian Renaissance-style frame was chosen by the artist.",,,,1849,1921,bf57efdc87cc
Seated Nude,http://www.imamuseum.org/art/collections/artwork/seated-nude-david-k-rubins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9aac8eb5-b412-4839-874e-1fbe981c585c.jpg,David K. Rubins,American,bronze,H: 19 1/4 in.,1941,"In his sculpture, Rubins sought harmonious proportions and a pensive quality that exhibits his knowledge of classical sculpture and his skill at modeling the figure.
Rubins studied at the American Academy in Rome before joining the faculty at the Herron Art School in Indianapolis.",,,,1902,1985,dc3f1bfa719a
The Bloom of the Grape,http://www.imamuseum.org/art/collections/artwork/bloom-grape-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d5/d591351f-6433-4e57-81e7-216652e3c291.jpg,T.C. Steele,American,oil on canvas,,1893,"The luminosity and color harmonies in this painting exemplify Steele's impressionist style.
The title refers to the white, gauzy veil that covers grapes at harvest time.
Painted at Vernon, Indiana, The Bloom of the Grape is Steele's best-known landscape.",,,,1847,1926,9e4264e1ae6d
"Chinese Fishing Village, Monterey Bay, California",http://www.imamuseum.org/art/collections/artwork/chinese-fishing-village-monterey-bay-california-brown-bolton-coit,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7b/7b639720-b20a-4253-8024-fbb5bd6af2f0.jpg,"Brown, Bolton Coit",American,oil on canvas,,1890-1900,"This canvas contains the broken light and color of the Impressionists, but its modulated hues create a quiet, contemplative mood.
Brown served as professor of art at Stanford University during the time this work was painted.",,,,1864,1936,bae0837b1db2
Still Life,http://www.imamuseum.org/art/collections/artwork/still-life-thayer-abbott-handerson,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a0/a06ce742-200b-48b1-b614-8d61496f0efb.jpg,"Thayer, Abbott Handerson",American,oil on canvas,,about 1886,,,,,1849,1921,e52c09dd8c70
Melons,http://www.imamuseum.org/art/collections/artwork/melons-hartley-marsden,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/06/0634bf5e-40a6-4684-ae85-79981688ae57.jpg,"Hartley, Marsden",American,oil on canvas,,about 1927,"In the late 1920s Hartley painted in southern France where Post-Impressionist Paul C鑼厇anne had lived.
Melons reflects C鑼厇anne's methods and approach in the parallel brushstrokes and the mountainous forms of the cloth.","Owned by Mr. James Imbrie of Lawrenceville, N.J. and brought to the museum for purchase consideration.  The painting was originally owned by Judge Carden, a patron of the artist.",,,1877,1943,25bd10a7b95e
Marianne Ashley Walker,http://www.imamuseum.org/art/collections/artwork/marianne-ashley-walker-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b6/b6fd8061-0978-48a1-a00a-79126a2403c6.jpg,"Stuart, Gilbert",American,oil on canvas,30 1/2 x 25 1/2 in.,1799,"Stuart endows his subject with character and elegance through sheer technical facility, which is evident in Walker's exquisitely rendered flesh tones and lifelike eyes.
This portrait was painted on the occasion of the sitter's marriage.",Daniel H. Farr; John Levy Gallery in New York 1933; given to the museum in 1952,,,1755,1828,43d6bf603ba3
"Summer, Lake Ontario",http://www.imamuseum.org/art/collections/artwork/summer-lake-ontario-cropsey-jasper-francis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6d/6db01ffe-be95-4def-a5b8-c67b26e621dc.jpg,"Cropsey, Jasper Francis",American,oil on canvas,,1857,"The setting sun, luminous mists, and tidy farm buildings present a romantic image of man and nature in harmony.
This canvas is an idealized composition that combines motifs from several different locales.
Cropsey was widely acclaimed for his autumn landscapes.","Gambert and Co. London 1857, M.A. Newhouse and Son St. Louis 1926, Dr. Alva M. Kirkpatrick Indianapolis 1926, Mr. and Mrs. Paul Bilings Columbus 1955, purchased for the Indianapolis Museum of Art",,,1823,1900,4fcb40057120
Green Apples with Gray Curtain,http://www.imamuseum.org/art/collections/artwork/green-apples-gray-curtain-kuhn-walt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4b/4b17a804-e13e-4a23-8508-6830465324cb.jpg,"Kuhn, Walt",American,oil on canvas,,1943,"The artist has transformed a haphazard arrangement of apples into a stable, pyramidal design, reflective of Paul C鑼厇anne's use of solid, geometric forms.
Kuhn helped organize the New York Armory Show in 1913, the famous exhibition that introduced modern art to the American public.",,http://www.imamuseum.org/art/collections/artwork/young-acrobat-green-kuhn-walter,Young Acrobat in Green,1880,1949,9e3e7eb86400
New York,http://www.imamuseum.org/art/collections/artwork/new-york-john-bradley-storrs,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a4/a4ffd02b-395c-4a83-9dc8-cdf0286861d7.jpg,John Bradley Storrs,American,brass and steel on black marble base (or vulcanite base),,about 1925,"This elegant column can be read as a skyscraper or an abstract arrangement of geometric forms.
The sculpture's rigid geometry is tempered by the juxtaposition of steel, brass and marble.
Storrs was interested in the raw materials of industry, and towering skyscrapers.","Societ ?Anonyme, New York, New York; Mrs. H. Edward Dreier, New York, New York; Edith Gregor Haipert, New York (The Downtown Gallery); (Sotheby Park Bernet, Sale#3520, May 16, 1973, catalogue 163 illustrated - Edith Gregor Haipert Collection, Part II and other Property.); Indianapolis Museum of Art, Indianapolis, Indiana, 1973",http://www.imamuseum.org/art/collections/artwork/acrobat-lachaise-gaston,Acrobat,1885,1956,ede5f0bd4ac3
Landscape with Covered Wagon,http://www.imamuseum.org/art/collections/artwork/landscape-covered-wagon-durand-asher-brown,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/07/07c0f2a1-92ed-4364-8089-aab334aeb48e.jpg,"Durand, Asher Brown",American,oil on canvas,,1847,"The path, covered wagon and pioneers, suggest the future cultivation of this landscape.
The unspoiled wilderness becomes both a haven for spiritual contemplation and a Promised Land to be settled by the pioneers.
Durand was a leader of the Hudson River School.",gift of Lydia Millard,,,1796,1886,841346c8d253
Temptation,http://www.imamuseum.org/art/collections/artwork/temptation-guy-seymour-joseph,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1a/1ac81644-d51f-4bb7-9ac8-27d6fee841bf.jpg,"Guy, Seymour Joseph",,oil on canvas,,about 1884,,,,,,,f411d2d7892b
The Boat Builders,http://www.imamuseum.org/art/collections/artwork/boat-builders-homer-winslow,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a3/a3f5ac16-315c-4874-9500-7ec2c924f1b6.jpg,"Homer, Winslow",American,oil on panel,,1873,"Born in Cambridge, Massachusetts, Winslow Homer worked for years as an illustrator before taking night classes in drawing and painting at the National Academy of Design in New York City.  ?During the early 1870s Homer explored a single theme in different media. 鑱絋he oil painting The Boat Builders relates to a series of illustrations, prints and drawings devoted to the shipbuilding industry of Essex, Massachusetts and the maritime community of Gloucester, Massachusetts. ?Homer subtly connects the real nautical world with the children閳ユ ?play by overlapping the toy boat and sailing ship on the horizon. Through their play the two boys may have been preparing for their future careers as fishermen, sailors or shipbuilders.","Dr. Alexander Crombie Humphreys [1851-1927], Hoboken, N.J.; inherited by his daughter, Mrs. E.H. Turnbull; (M. Knoedler and Co., New York and Macbeth Galleries, New York); purchased by Edward Ward McMahon in 1932; sold about 1950 to (Hirschl and Adler, New York);{1} purchased by the Indianapolis Museum of Art in 1954 (54.10).

{1} All provenance information contained in a letter from Homer scholar Lloyd Goodrich, dated 29 April 1954, in IMA Historical File (54.10).",,,1836,1910,5ab635489ae4
Jimson Weed,http://www.imamuseum.org/art/collections/artwork/jimson-weed-okeeffe-georgia,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fc/fc256fa3-a0c3-41e0-b9f6-eda0f6fc1613.jpg,"O&#039;Keeffe, Georgia",American,oil on linen,,1936,"This is O'Keeffe's largest and most ambitious floral work, with her signature emphasis on size and contour.
In 1936 Elizabeth Arden commissioned O'Keeffe to paint Jimson Weed for the exercise room of her New York spa.",Elizabeth Arden commissioned the piece from the artist; Elizabeth Arden salon was purchased by Eli Lilly and Co in 1971; Eli Lilly donated the painting to the museum in 1997,,,1887,1986,258910f94372
He Is Risen (The Passion of Christ Series),http://www.imamuseum.org/art/collections/artwork/he-risen-passion-christ-series-bearden-romare-howard,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d9/d982abf6-6d03-4fb6-a3b4-010ce9ebfceb.jpg,"Bearden, Romare Howard",American,oil on gessoed board,,1945,"The Passion of Christ Series established Bearden as an abstract artist.
This painting creates a celebratory mood of rebirth and redemption.
Bearden grew up in Harlem and was influenced by the Harlem Renaissance.","From the artist to Duke Ellington [1899-1974] in 1945; by descent in the Ellington family to Stephen James, Duke Ellington's son in 1974; consigned by James to (Hollis Taggart Galleries, New York) in 2006 (1) 
(1) Provenance information supplied by (Hollis Taggart Galleries, New York).",,,1914,1988,9ca8f487db6b
U.S.A.,http://www.imamuseum.org/art/collections/artwork/usa-haberle-john,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/52/5225dd86-585b-4e31-b3f3-253895f9c0fd.jpg,"Haberle, John",American,oil on canvas,8 1/2 x 12 in.,about 1889,,,,,1856,1933,b6224015c0dc
Harmony in Pink and Gray: Lady Meux,http://www.imamuseum.org/art/collections/artwork/harmony-pink-and-gray-lady-meux-whistler-james-abbott-mcneill,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/38/381f70fa-fd65-41f1-a93d-25392ce9121f.jpg,,American,oil on canvas,,about 1916,,,,,1834,1903,ff658551a71b
George Washington at Princeton,http://www.imamuseum.org/art/collections/artwork/george-washington-princeton-peale-charles-willson-polk-charles-peale,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/46/46993e75-e98e-4a87-8da2-c783501dd948.jpg,"Peale, Charles Willson",American,oil on canvas,,about 1788,"Washington is elegantly attired in military garb holding his sword as a reference to his role as an officer.
This scene shows Washington at Princeton, New Jersey where the revolutionary army won a victory in 1777.","Jonathan Swift, Alexandria, Virginia | William Swift-Patten, Rhinebeck, New York",,,1741,1827,976a13e06f73
Reflections,http://www.imamuseum.org/art/collections/artwork/reflections-dove-arthur-garfield,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9ae3431e-afb4-46bc-9d5c-b51bcda5addc.jpg,"Dove, Arthur Garfield",American,oil on canvas,15 1/8 x 21 1/16 in.,1935,"Reflections features the circular shapes, natural forms and feathered brushstrokes that are hallmarks of Dove's style.
Dove, an artist known for his humor and whimsy, said that this painting was about reflections from headlights on the windshield of a car.
The artist was a key member of the Stieglitz Group of modernist painters and a pioneer of abstraction.",The artist; Alfred Stieglitz in New York; The Downtown Gallery in New York; collection of Mr. and Mrs. Denman Bellevue WA; private collection; corporate collection; purchased from Alexandre Gallery in 2003 by the IMA,,,1880,1946,55e914125f27
Landscape,http://www.imamuseum.org/art/collections/artwork/landscape-whittredge-worthington,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9e/9e3ba49d-173f-4cda-9f14-41ebe38849fc.jpg,"Whittredge, Worthington",American,oil on canvas,20 3/8 x 14 1/2 in. (framed),about 1886,,,,,1820,1910,dd12b4c883cc
Portrait of Dr. George Henry Alexander Clowes,http://www.imamuseum.org/art/collections/artwork/portrait-dr-george-henry-alexander-clowes-pezzati-pietro,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2d/2dbb096e-8c57-42dd-a3b8-0c7cecf0c221.jpg,"Pezzati, Pietro",American,oil on canvas,55 1/4 x 42 1/2 in. (framed),,,,http://www.imamuseum.org/art/collections/artwork/portrait-edith-whitehill-clowes-pezzati-pietro,Portrait of Edith Whitehill Clowes,1902,1993,df85cae9557d
Scene on the Wabash,http://www.imamuseum.org/art/collections/artwork/scene-wabash-winter-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/af/af7d1c38-e9c7-418f-a995-af1b96d24e90.jpg,"Winter, George",American,oil on canvas,,about 1848,"Here, a group of Potawatomi Indians gather next to the Wabash River. The figures are posed in a casual setting, reflecting Winter閳ユ ?goal to record the daily life and customs of these people.
Winter was born in England and came to America in 1830 to study in New York. In 1837 he moved to Logansport, Indiana.","The artist; Blackburn family, San Francisco; Blackburn Estate; (Atelier Dore, San Francisco); (Gerald Peters Gallery, Jackson Hole, Wyoming); Paul H. Buchanan, Jr. [1918-2008], Indianapolis, Indiana; given by bequest to the Indianapolis Museum of Art in 2009 (TR10964).",,,1810,1876,e1f76c43473b
Nymph and Fawn,http://www.imamuseum.org/art/collections/artwork/nymph-and-fawn-konti-isidore,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/25/252488a4-3190-46ac-a1b5-b159e4568392.jpg,"Konti, Isidore",American,bronze,56 1/4 x 24 x 20 in.,1917,,,,,1862,1938,f31ba862003f
Stumbling Man,http://www.imamuseum.org/art/collections/artwork/stumbling-man-david-k-rubins-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/31/31e223ba-4632-4af4-9775-cf86652bf32d.jpg,David K. Rubins,American,bronze,38 x 61 x 32 1/2 in.,,,,,,1902,1985,e0cc387c50f7
Untitled,http://www.imamuseum.org/art/collections/artwork/untitled-j-k-lilly-jr-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a8/a81cd952-bd7e-4727-99c7-816c03b3b79b.jpg,"J. K. Lilly, Jr.",,acrylic on canvas board,,1956-1956,,,,,,,0c1f59cd2326
"Sundial, Boy with Spider",http://www.imamuseum.org/art/collections/artwork/sundial-boy-spider-william-d-paddock,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ab/abc0eb0b-2152-4f64-b7b7-535949938333.jpg,Willard D. Paddock,American,copper alloy (bronze),30 x 30 in.,1916,,,,,1873,1956,2f50ed49de58
Sunlit Window,http://www.imamuseum.org/art/collections/artwork/sunlit-window-ritman-louis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c2/c2a71315-aadd-449a-84b8-069d00a7d62f.jpg,"Ritman, Louis",American,oil and tempera on canvas,47 x 39 3/4 in.,1918,"Ritman's interest in decorative patterning is evident in the mixture of floral prints with stripes that contrast with the buzzing confusion of nature seen through the open window.
Ritman, a Chicago artist, settled in Giverny, France near the home of Claude Monet, in 1909.",Donated to the museum by the Louis Ritman estate through Maurice Ritman,http://www.imamuseum.org/art/collections/artwork/early-morning-sunshine-ritman-louis,Early Morning Sunshine,1889,1963,17faeef0b8ff
April,http://www.imamuseum.org/art/collections/artwork/april-lawson-ernest,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8d/8d67a0e9-741f-46e4-b955-6a726bbcfc61.jpg,"Lawson, Ernest",,oil on canvas,,about 1915,"Here pastel colors contrast with patches of darker hues to convey a cool soggy day.
April may depict a stretch of the Harlem River in Washington Heights, New York.
Lawson was the only Impressionist and pure landscapist among The Eight, a group of artists who opposed traditional styles of painting.",,,,,,b91a5610f618
"Glimpse of the Harbor, Gloucester",http://www.imamuseum.org/art/collections/artwork/glimpse-harbor-gloucester-prendergast-maurice-brazil,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4d/4dce8bac-1b0d-4620-b8cc-e241a47cb650.jpg,"Prendergast, Maurice Brazil",American,watercolor over pencil on paper,,"about 1916-1919,","In this painting, Prendergast handled watercolor with his characteristic freedom, wielding thin washes in loosely knit strokes and allowing the white paper to become part of the composition. Contemporary critics noted that Prendergast閳ユ ?loose style fit his leisurely subjects.",,,,1859,1934,c8cf902c872c
Builders,http://www.imamuseum.org/art/collections/artwork/builders-cecil-f-head,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/31/31b60365-313c-4d55-9eed-66bfb45ed502.jpg,Cecil F. Head,American,oil on canvas,,1934,"Cecil Head derived his subject matters from views of downtown Indianapolis.
Builders presents bricklayers and masons constructing an apartment building at Tenth Street and Pennsylvania Avenue.
The complex color harmonies combined with strong contrasts are typical of the artist閳ユ ?sense of color.",,,,1906,,ccf1613f1fd9
New Year&#039;s Shooter,http://www.imamuseum.org/art/collections/artwork/new-years-shooter-luks-george-benjamin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ba/ba6c56b7-f9f1-4025-a7b4-743fad7f2eb0.jpg,"Luks, George Benjamin",American,oil on canvas,,about 1907,"The colorful palette of this painting is in keeping with the gaiety and theatricality of the subject.
New Year's Shooter was painted about the time of the exhibition of The Eight, a group of artists who opposed traditional painting formulas based on careful drawing and modeling.",,,,1866,1933,a3edf70b83ae
Portrait of a Boy,http://www.imamuseum.org/art/collections/artwork/portrait-boy-bellows-george-wesley,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/97/97ce7203-f22d-40f6-a155-1e79fd6cdfbd.jpg,"Bellows, George Wesley",American,oil on canvas,,1921,"This canvas depicts Meredith Hare. ?His mother asked for a formal portrait. ?Bellows complied, but he also painted this more casual likeness. ?Mrs. Hare could not decide between the two, so she took neither.
Bellows was a member of the Ashcan School, whose artists preferred unglamorized images.",,,,1882,1925,e7051100e68a
First Touch of Autumn,http://www.imamuseum.org/art/collections/artwork/first-touch-autumn-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c5/c5fd2a95-f8ab-46c8-95cd-22387db6ffca.jpg,William Merritt Chase,American,oil on canvas,,about 1898,"The artist captures the low and rolling, flat terrain of the Shinnecock countryside, with its occasional tree, sand dunes, and dwarfed bushes.
Chase established America's first summer school of art at Shinnecock Hills, Long Island, where he painted some of his most Impressionist landscapes.","Macbeth Galleries in New York, Peter Reilly of Indianapolis; Peter C. Reilly (son) and Dr. Jeanette P. Reilly of Indianapolis",,,1849,1916,81ce82512096
New Mexico Calvary (Holy Week Procession),http://www.imamuseum.org/art/collections/artwork/new-mexico-calvary-holy-week-procession-higgins-victor,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/63/634771d0-0f46-4df8-bb31-f0d5ff6eb997.jpg,"Higgins, Victor",American,oil on canvas,34 1/4 x 36 in.,1922,"During Holy Week thousands of pilgrims travel to the sacred ground of Chimayo, a historic sanctuary known as a healing place in the mountains of northern New Mexico.
Here the Sangre de Cristo Mountains envelop the pilgrims on their Holy Week journey.",,,,1884,1949,eeb037e7bb58
Portrait of Mrs. Robert Reid,http://www.imamuseum.org/art/collections/artwork/portrait-mrs-robert-reid-reid-robert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/32/3295cc8f-b0ad-41c2-8113-24d61c5264ad.jpg,"Reid, Robert",American,oil on canvas,,,"Feathered,鑱絠nterwoven brushstrokes in a vibrant palette of rich pastels swathe both figure and landscape, thus unifying the composition.
During the late 1880s Reid followed his Boston classmates Frank Benson and Edmund Tarbell to Paris for study at the Acad鑼卪ie Julian. While Benson and Tarbell began exploring Impressionist ideas in France, Reid only fell under the style閳ユ ?influence after returning to the US in 1889.
Best known for murals painted in a decorative style, Reid displayed an Impressionist point of view in easel paintings like this portrait of his wife. He also created stained-glass windows, another indication of his attraction to the effects of sunlight.",,,,1862,1929,351ac176cd72
Brook in Summer,http://www.imamuseum.org/art/collections/artwork/brook-summer-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e4/e4049103-1b38-4d22-acef-26ca5988e455.jpg,"Cox, Jacob",American,oil on canvas,,1850s-1860s,"This elaborate pastoral landscape with its background mountains shows the artist's skill at depicting a variety of foliage touched by autumn colors and bright sunlight.
Brook in Summer is probably a composite of sketches of the Indianapolis countryside and views invented by Cox.",,http://www.imamuseum.org/art/collections/artwork/portrait-charles-h-brewer-boy-fishing-dog-cox-jacob,Portrait of Charles H. Brewer (Boy Fishing with Dog),1810,1892,587e8acedcaf
