Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,production_id
Hirsch Perlman,"DVD projection, digital stills and certificate, edition 2/3",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.22&dim=300px,Two Affect Studies,2000,ae6a1a556012
Wolfgang Tillmans,"Chromogenic dye coupler print, edition 2/10","Image: 12 x 8 in. (30.5 x 20.3 cm)
Paper: 12 1/2 x 8 1/2 in. (31.8 x 21.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.98&dim=300px,Concorde L 449-17,1997,74fb25e8e03d
George Stoll,Beeswax and paraffin with pigment,10 x 6 x 6 in. (25.4 x 15.2 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.213&dim=300px,Untitled #2 (Tupperware),1996,6130349acbb6
Coleen Sterritt,Fix-all on styrofoam and steel armature,84 x 81 x 15 in. (213.4 x 205.7 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Arthur M. Chester",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.29A-B&dim=300px,Flush,1991,57c7f349d2f5
Allen Ruppersberg,"Ten offset posters, edition of 30",Each: 22 x 14 in. (55.9 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Merle S. Glick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.62A-J&dim=300px,Preview,1988,5d76097a9e4c
Daniel Richter,Oil on canvas,Image: 69 x 53 1/4 in. (175.3 x 135.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Carla and Fred Sands",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.29&dim=300px,Elvis,1996,512b9517d279
Robert Ryman,Oil on fiberglass on foamcore,26 x 26 in. (66 x 66 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.77&dim=300px,"untitled, Surface Veil 26&quot; x 26&quot;",1970,7bce269f41e7
David Salle,Acrylic on canvas,"72 x 96 in. (182.9 x 243.8 cm)
Frame: 74 1/2 x 98 3/4 in. (189.2 x 250.8 cm)","The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.78&dim=300px,View the Author Through Long Telescopes,1981,75c40489810e
Jackson Pollock,"Pen and ink, colored pencil, and watercolor on colored paper",15 3/8 x 13 1/2 in. (39.1 x 34.3 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.151&dim=300px,Untitled,1943,5326b5c50198
Manfred Pernice,"Particle board, metal, carpet, book, socks, clothes pins, cigarettes, glass, text","Carpet: 212 x 237 in. (538.5 x 602 cm)
Text: 12 x 15 in. (30.5 x 38.1 cm)
Sculpture: 63 x 99 x 79 in. (160 x 251.5 x 200.7 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.37&dim=300px,Sieg,2000,2adfd338d3fc
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.63&dim=300px,If Bank of American knew the truth...,1972,aa316c26a1c6
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",61 x 37 1/2 x 36 3/4 in. (154.9 x 95.3 x 93.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.20&dim=300px,Bride Mannikin,1961,aeff878e2a36
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.22&dim=300px,We&#039;re home three weekends a year.  Our camper is our real home.  Being a member of the National Campers and Hikers Association gives our family the opportunity and the enjoyment of getting out of town every weekend... and to camp with other families.,1972,a4649472c1c5
Catherine Opie,"Iris print, edition of 5","16 x 41 in. (40.6 x 104.1 cm)
Frame: 26 1/2 x 51 3/8 in. (67.3 x 130.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Citibank Private Bank Emerging Artists Award, 1997",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.183&dim=300px,Untitled #4,1997,25b1201b462d
Margit Omar,Acrylic on canvas,84 x 60 in. (213.4 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. Leopold S. Tuchman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.33&dim=300px,The High Desert Series: Joshua,1977,885f4777b6ec
Jeff Ono,"Paper towels, cardboard, construction paper, and tape",17 x 53 x 53 in. (43.2 x 134.6 x 134.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.73&dim=300px,Map Ref./Seeing Other People/Unknown 4,1998,99c1ed840fc4
Laura Owens,"Acrylic, oil, and watercolor on canvas",110 x 144 in. (279.4 x 365.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Scott D. F. Spiegel Endowment Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.68&dim=300px,Untitled,2000,fc70e9c98d3f
John Neff,Collage on paper,"15 x 11 3/4 in. (38.1 x 29.8 cm)
Frame: 15 x 13 3/4 in. (38.1 x 34.9 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Martin and Rebecca Eisenberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.27&dim=300px,Untitled,2001,adb0f7bbc103
Richard Nonas,Steel (shelf piece),1/4 x 16 3/4 x 4 in. (0.6 x 42.5 x 10.2 cm),"Museum of Contemporary Art, THE DOROTHY AND HERBERT VOGEL COLLECTION: FIFTY WORKS FOR FIFTY STATES, a joint initiative of the Trustees of the Dorothy and Herbert Vogel Collection and the National Gallery of Art, with generous support of the National Endowment for the Arts and the Institute for Museum and Library Services.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.50&dim=300px,Untitled,1974,9d7d69cb7260
Jun Nguyen-Hatsushiba,"Digital video project, edition 2/6",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.70&dim=300px,Happy New Year - Memorial Project Vietnam II,2003,399bc617cd1b
Kelly Nipper,"Four framed chromogenic prints, edition 3/6",50 x 65 in. (127 x 165.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.21.4&dim=300px,shotgun and a figure 8 (detail 4),2000,ca56fe0bb079
Arnold Newman,Gelatin silver print,Image: 11 x 14 in. (27.9 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marsha N. Levine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.91&dim=300px,"George Segal&#039;s Studio,  , 0",1985,e2aafffb7840
Robert Mangold,"Aquatint, edition 24/50",23 1/2 x 58 3/8 in. (59.7 x 148.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.16&dim=300px,Yellow from Three Aquatints,1979,7d800e4a7613
Robert Motherwell,Black and colored ink on rice paper,11 x 9 in. (27.9 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.50&dim=300px,Lyric Suite (D65-),1703,0a0a12d69db4
Dave Muller,Panel and acrylic on paper,40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee, 2002",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.19&dim=300px,An Uncommonly Serene Moment,1998,894daa9fbf61
Carl Andre,Steel and zinc,39 1/2 x 39 1/2 x 1/4 in. (100.3 x 100.3 x 0.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen in honor of Jeremy Strick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.1&dim=300px,Steel-Zinc Dipole,1989,850c0a21a7c4
Cindy Sherman,Color photograph,14 x 14 in.,"The Museum of Contemporary Art, Los Angeles
Gift of Alan N. Kleinman from the Estate of Marsha Kleinman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.93&dim=300px,Untitled (Self Portait holding a book),1985,864d9b53c1e7
Richard Diebenkorn,"Drypoint and aquatint, edition 34/35",36 1/2 x 30 1/2 in. (92.7 x 77.5 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.110&dim=300px,Spreading Spade,1981,7517db8100d1
Magdalena Abakanowicz,"Bronze, unique",60 x 13 x 10 1/4 in. (152.4 x 33 x 26 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.42&dim=300px,Artumore,1989,794fa4bce952
Craig Kauffman,Vacuum-formed acrylic,47 x 35 1/4 x 5 in. (119.4 x 89.5 x 12.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Pace Gallery",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.25&dim=300px,Untitled,1963,bdd0ffdd42ef
Cindy Sherman,"Chromogenic color print, edition 1/6",58 x 42 in. (147.3 x 106.7 cm),"The Museum of Contemporary Art, Los Angeles
Partial gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.162&dim=300px,Untitled #223,1990,181a5da19bb4
Carl Andre,Concrete blocks and river stones,Each: 11 1/2 x 11 3/4 x 3 1/2 in. (29.2 x 29.8 x 8.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.36&dim=300px,8 Blocks and Stones,1973,d5848a40a21b
Gordon Matta-Clark,"Parquet wood flooring, drywall, and wood with cibachrome print on masonite","Photo: 30 x 20 in. (76.2 x 50.8 cm)
Floor: 15 3/4 x 59 x 90 1/2 in. (40 x 149.9 x 229.9 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.166A-C&dim=300px,Office Baroque,1977,204f6f580c9b
Robert Moskowitz,Acrylic and latex on canvas,90 x 75 in. (228.6 x 190.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Zachary Cohen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.31&dim=300px,Skyline,1974,902406593eb2
Allan McCollum,Polymer-modified Hydrocal,20 x 21 x 21 in. (50.8 x 53.3 x 53.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.14&dim=300px,The Dog From Pompeii,1991,c60f52d0c8a4
Allan McCollum,Enamel on Hydrostone,88 x 224 in. (223.5 x 569 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.28.1-.60&dim=300px,60 Plaster Surrogates (No. 3),1982,9bfbf972096a
Dave Muller,Acrylic and pencil on paper,43 3/4 x 35 3/4 in. (111.1 x 90.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Andy Warhol Foundation for the Visual Arts, Inc. and Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.99&dim=300px,Substitute (Celebrity),1999,f9d69a2eae22
T. Kelly Mason,Graphite on paper,24 x 18 in. (61 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.62&dim=300px,White Noise -- Black Hole,2001,592740e76ef6
Ivan Morley,"Oil, wax, and KY on polyester over panel",26 1/2 x 21 1/2 in. (67.3 x 54.6 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Leonard Nimoy and Susan Bay-Nimoy",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.46&dim=300px,"From Don, George &amp; Diane",2005,922b7dfc6461
Kelly Nipper,"Framed chromogenic print, edition 2/4","49 x 65 in. (124.5 x 165.1 cm)
Frame: 49 1/2 x 65 1/8 x 2 in. (125.7 x 165.4 x 5.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist and Shoshana Wayne Gallery",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.32&dim=300px,60 minutes of hourglass sand,2001,3a16ff3390a2
Barnett Newman,Ink on paper,36 x 24 in. (91.4 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.147&dim=300px,Untitled (The Cry),1946,0f7a16e80284
Kori Newkirk,Pomade and pigment on wall,50 x 228 in. (127 x 579.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Barry Sloane",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.112&dim=300px,Modified Cadillac (Prototype #2),1997,4335fb6c7333
David Nash,Live oak,"75 x 27 x 19 in. (190.5 x 68.6 x 48.3 cm)
55 x 28 x 26 in. (139.7 x 71.1 x 66 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist and L.A. Louver Gallery",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.92&dim=300px,Scribed Wall Branches,1990,8b1737173df0
Richard Nonas,Steel,168 x 288 x 2 in. (426.7 x 731.5 x 5.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sydney Goldfarb",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.7&dim=300px,Dniee,1988,c6d6099e83d5
Laura Owens,Watercolor and collage on paper,"17 1/2 x 14 1/4 in. (44.5 x 36.2 cm)
Paper: 10 1/4 x 7 in. (26 x 17.8 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.261&dim=300px,Untitled,1998,b0228265bddc
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.71&dim=300px,The best way to help your city government and have fun is to come out on a Saturday morning and pull weeds in a median strip.,1972,bd5a40ef6292
Manfred Pernice,Painted Plywood and castors,146 x 72 1/2 in. (370.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchase with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.46&dim=300px,Untitled,2000,21840ee854b8
Aya Uekawa,Pencil on paper,21 x 15 in. (53.3 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Samuel and Shanit Schwartz",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.55&dim=300px,Untitled (Woman with Beehive Hair),2005,052c2f68c1d5
Francesco Vezzoli,"DVD, edition 1/6",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Eugenio Lopez, Neal Castleman and Ellen Hoffman Castleman, and Scott Watt",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.118&dim=300px,A Love Trilogy: Self-Portrait with Marisa Berenson as Edith Piaf,1999,0fe43e6ad9da
Stanley Tigerman,"Five color lithograph, edition 14/15",29 x 41 in. (73.7 x 104.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Architectural Society of The Art Institute of Chicago",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.36&dim=300px,Career Collage,1983,acbc3175371c
James Turrell,Tungsten light installation,144 x 28 in. (365.8 x 71.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Eugene and Maxine Rosenfeld",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.34&dim=300px,Tollyn,1967,002e540e3c42
Frank Stella,"51 color lithograph/screenprint, edition 21/50",33 7/8 x 45 7/8 in. (86 x 116.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of  David Gensburg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.12.3&dim=300px,Puerto Rican Blue Pigeon from the Exotic Bird Series,1977,c21ea6e8f50c
David Salle,Acrylic on canvas,76 1/2 x 105 1/2 in. (194.3 x 268 cm),"The Museum of Contemporary Art, Los Angeles
The Scott D. F. Spiegel Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.24&dim=300px,Unpublished,1983,aa04e88eebc0
Roman Signer,"Two c-prints, edition of 10, AP 1/3",Each: 13 3/4 x 10 in. (34.9 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.207A-B&dim=300px,Balloon with Rocket (Ballon mit Rakete),1981,58603eca0ab5
Joel Sternfeld,Ektacolor print,14 x 18 in. (35.6 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sue and Al Dorskind",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.65.18&dim=300px,"Exhausted Renegade Elephant, Woodland, Washington",1979,1c6c18fdc41b
Nancy Shaver,Mixed media,23 x 48 1/2 x 5 in. (58.4 x 123.2 x 12.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Bloom, Dekom and Hergott",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.45A-C&dim=300px,At Home,1987,39ef56848d9e
George Rickey,Stainless steel,"224 x 25 x 180 in. (569 x 63.5 x 457.2 cm)
Other (Blades): 15 ft.","The Museum of Contemporary Art, Los Angeles
The Rita and Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.24&dim=300px,Two Lines Down Eighteen Feet,1972,2892dbf45d6b
Erika Rothenberg,"Aluminum, signboard and plastic letters, edition 2/10",36 x 24 x 2 1/2 in. (91.4 x 61 x 6.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sheridan Brown",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.75&dim=300px,Another Century of Progress,1999,dc58463954f8
Nancy Shaver,"Black and white photograph, boxed calendar paper, and framed fabric","Other: 34 x 26 in. (86.4 x 66 cm)
Other: 11 1/4 x 6 in. (28.6 x 15.2 cm)
Other: 15 x 18 in. (38.1 x 45.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bloom, Dekom and Hergott",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.46A-C&dim=300px,The Picnic,1987,eedbbb823de1
Josef Strau,Mixed media lamp,50 x 10 x 10 in. (127 x 25.4 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.19&dim=300px,The (non-profit) Idiot,2006,cb2ddea9dc6e
Steven Shearer,Synthetic polymer emulsion on canvas,59 x 48 in. (149.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Patrick Painter in honor of Kathleen Bartels",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.15&dim=300px,Chevron,1997,cdd685e41e9b
Gunther Uecker,Paint and nails on canvas and particle board,68 5/8 x 68 3/4 x 2 7/8 in. (174.3 x 174.6 x 7.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.110&dim=300px,Grosse Wolke (Big Cloud),1965,e426e7979d26
Jackson Pollock,Watercolor and ink on Howell paper,17 5/8 x 22 in. (44.8 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.40&dim=300px,Number 15,1951,314d75650dda
A. R. Penck,Acrylic on canvas,78 3/4 x 98 1/2 in. (200 x 250.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Eli and Edythe Broad",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.27&dim=300px,OA TE MI 3,1985,4ad2d7cf26c6
Marc Pally,"Oil, acrylic, oilstick, graphite, and white shellac on canvas",84 x 120 in. (213.4 x 304.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert and Mary Looker",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.11&dim=300px,Term,1987,cec60d36b9c9
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.32&dim=300px,"I enjoy giving a Tupperware party in my home.  It gives me a chance to talk to my friends.  But really, Tupperware is a homemaker&#039;s dream, you save time and money because your food keeps longer.",1972,08194df0ff77
Richard Prince,Oil and enamel on fiberglass and wood,60 1/4 x 51 1/2 x 5 1/2 in. (153 x 130.8 x 14 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mandy and Cliff Einstein in honor of Jeremy Strick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.51&dim=300px,Untitled (White Car Hood),1992,589a34f0b0ec
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.68&dim=300px,My kids love soccer and this is Saturday morning before the game.,1972,dcfec9d983e0
Claes Oldenburg,Crayon on paper,"Paper: 11 x 13 3/4 in. (27.9 x 34.9 cm)
Frame: 32 x 25 3/4 x 7 3/4 in. (81.3 x 65.4 x 19.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Margo H. Leavin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.73&dim=300px,Study for a Colossal Monument to Mayor Daley #2,1968,593b83dde306
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",63 1/4 x 41 1/4 x 4 in. (160.7 x 104.8 x 10.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.5&dim=300px,Mu-Mu,1961,01fd70fc4ba1
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.19&dim=300px,I get a lot of compliments on the front room wall.  I like Italian Syrocco floral designs over the mantle.  It goes well with the Palos Verde rock fireplace.,1972,d543b69ab1b5
Catherine Opie,"Iris print, edition of 5","Frame: 26 1/2 x 51 3/8 in. (67.3 x 130.5 cm)
16 x 41 in. (40.6 x 104.1 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Citibank Private Bank Emerging Artists Award, 1997",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.182&dim=300px,Untitled #2,1997,576d30480fb2
Tomas Osinski,"Pencil on paper, ink on paper, and tree branch","Drawings: 82 x 41 in. (208.3 x 104.1 cm)
Branch: 52 x 18 x 9 in. (132.1 x 45.7 x 22.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist by Cultural Exchange",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.36A-M&dim=300px,Reconstruction,1982,d5f74445ea9b
Thomas Nozkowski,Ink and crayon on paper,Paper: 9 x 12 in. (22.9 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.259&dim=300px,Untitled S-22,1997,72b9c440438d
Barnett Newman,"Lithograph on paper, edition 9/30",30 x 22 in. (76.2 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.148&dim=300px,Untitled,1961,e0bda2571310
Kelly Nipper,"Four framed chromogenic prints, edition 3/6",50 x 65 in. (127 x 165.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.21.1&dim=300px,shotgun and a figure 8 (detail 1),2000,dae25e593cdd
Brice Marden,Etching and aquatint,32 3/4 x 39 3/4 in. (83.2 x 101 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.17&dim=300px,Five Three&#039;s,1976,4fff58ab0fc4
Agnes Martin,"India ink, graphite and gesso on canvas",72 x 72 in. (182.9 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.68&dim=300px,Untitled #2,1977,6e8d717996c1
Robert Mangold,Acrylic and pencil on canvas,48 x 48 1/2 in. (121.9 x 123.2 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.63&dim=300px,Two Triangles Within a White Line Circle,1975,956f0757d3c6
Robert Motherwell,Black  ink on rice paper,11 x 9 in. (27.9 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.51&dim=300px,Lyric Suite (D65-),1749,7232337d75a2
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.174&dim=300px,Masks (Popeye),1994,b1cbe99589b9
Allan McCollum,Silver gelatin print,55 x 45 x 3 in. (139.7 x 114.3 x 7.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.12&dim=300px,Perpetual Photo,1982,7c325f2ac60c
Robert Moskowitz,Acrylic on canvas,90 x 75 in. (228.6 x 190.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan Power",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.30&dim=300px,Corner Interior,1968,4a5a806bed6b
Takashi Murakami,Pencil on paper,11 x 8 1/2 in. (27.9 x 21.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.280&dim=300px,Untitled (eye),1995,45e26c1f56ee
Gordon Matta-Clark,Black ink on paper,14 1/4 x 47 in. (36.2 x 119.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Thomas Solomon and John Solomon in memory of Holly Solomon",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.19&dim=300px,Untitled,1973,b77a93bc6e21
