birthYear,image-URL,collection,type,url,title,nationality,when-acquired,dimensions,birthPlaceCity,artistName,credit,deathYear,production_id
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.59_01_e04.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106213,"Untitled [""The little girl and I on the Gondola and the man who took us""]","American, born Italy",2001,10.16 cm x 7.62 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,3e39aeabde94
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.60_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106214,"Untitled [""The way indian women dress in the state of Michoacan""]","American, born Italy",2001,8.89 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,a5d07eaf879e
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.128_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106282,"Untitled [""View of Guanajuato""]","American, born Italy",2001,9.68 cm x 7.62 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,c3b97059f751
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.132%2001_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106286,"Untitled [""Young musicians of a village band - mostly all indians - barefooted but oh how they can play!""]","American, born Italy",2001,9.21 cm x 7.78 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,7f5cc9d495d4
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.64_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106218,Untitled [Baby nursing],"American, born Italy",2001,6.83 cm x 8.89 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,3ecb028408a7
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.67_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106221,Untitled [Boy defecating],"American, born Italy",2001,7.46 cm x 9.21 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,04a524a5458a
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.68_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106222,Untitled [Charro on Horseback],"American, born Italy",2001,10.16 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,248442ad6773
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.70_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106224,Untitled [Children in Colonia de la Bolsa],"American, born Italy",2001,7.62 cm x 10 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,e7794a8bdf44
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.74_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106228,Untitled [Convent of Tepotzotlán],"American, born Italy",2001,9.68 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,03d6a669e62c
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.84_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106238,Untitled [Girl with Braids Writing],"American, born Italy",2001,9.21 cm x 7.14 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,46ef64d61296
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.91_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106245,Untitled [Indian Women Seated in Front of Building],"American, born Italy",2001,7.46 cm x 7.3 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,3d7af80d9802
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.95_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106249,Untitled [Obregón Demonstration],"American, born Italy",2001,7.46 cm x 9.84 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,32474776f6a1
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.18_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106172,"Untitled [View from Tina Modotti's Window, Mexico City]","American, born Italy",2001,10.48 cm x 8.26 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,b31787f2e0e2
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.119_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106273,Untitled [Wall with Two Windows and Top of Door],"American, born Italy",2001,9.21 cm x 6.99 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,ad0eb3e41fc7
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.122_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106276,Untitled [Woman Doing Laundry in Front of Doorway with Four Children],"American, born Italy",2001,9.84 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,f31f1a983723
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.123_01_b03.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106277,Untitled [Woman Doing Laundry],"American, born Italy",2001,10 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,e80d452cc644
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.127_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106281,Untitled [Woman with Pot on Head],"American, born Italy",2001,9.21 cm x 7.3 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,e93a10a5714f
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.133_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106287,Zócalo (Mexico City Square),"American, born Italy",2001,6.67 cm x 9.53 cm,Udine,Tina Modotti,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942,8b530189e1b5
1895,http://www.sfmoma.org/images/artwork/medium/51.3208_01_d02.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/232,A IX,"American, born Hungary",1951,128.27 cm x 98.43 cm,B&aacute;csbarsod,László Moholy-Nagy,Gift of Sibyl Moholy-Nagy,1946,d6d85de40809
1895,http://www.sfmoma.org/images/artwork/medium/2005.276_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/120803,"Sand Architects, No. 2","American, born Hungary",2005,29.21 cm x 20.96 cm,B&aacute;csbarsod,László Moholy-Nagy,Accessions Committee Fund purchase,1946,5563ea1a0421
1895,http://www.sfmoma.org/images/artwork/medium/80.349_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/12976,Untitled,"American, born Hungary",1980,23.97 cm x 18.2 cm,B&aacute;csbarsod,László Moholy-Nagy,Purchase,1946,3ff26f42abb5
1895,http://www.sfmoma.org/images/artwork/medium/40.8369.135_01_B02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14214,Untitled,"American, born Hungary",1940,20.64 cm x 25.4 cm,B&aacute;csbarsod,László Moholy-Nagy,"Gift of the School of Design, Chicago, Illinois",1946,f4e04d3ea2c2
1895,http://www.sfmoma.org/images/artwork/medium/82.61_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/12977,Vom Funkturm (From the Radio Tower),"American, born Hungary",1982,24.61 cm x 18.26 cm,B&aacute;csbarsod,László Moholy-Nagy,Purchase,1946,18e7d582b078
1898,http://www.sfmoma.org/images/artwork/medium/91.169_01_e02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/3873,Family Group,British,1991,14.92 cm x 12.07 cm x 6.99 cm,Castleford,Henry Moore,Bequest of Elise S. Haas,1986,35f2678d9479
1898,http://www.sfmoma.org/images/artwork/medium/91.173_01_b02.jpg,SFMOMA,Drawing,http://www.sfmoma.org/explore/collection/artwork/3877,Family Group,British,1991,16.83 cm x 22.86 cm,Castleford,Henry Moore,Bequest of Elise S. Haas,1986,580ecebda711
1898,http://www.sfmoma.org/images/artwork/medium/2002.129.jpg,SFMOMA,Print,http://www.sfmoma.org/explore/collection/artwork/108981,Figures in a Setting,British,2002,51.44 cm x 34.29 cm,Castleford,Henry Moore,Gift of E. Morris Cox from the collection of Margaret Storke Cox,1986,075736f12a82
1898,http://www.sfmoma.org/images/artwork/medium/91.168_01_e02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/3872,Maquette for Seated Figure against Curved Wall,British,1991,19.05 cm x 27.94 cm x 13.97 cm,Castleford,Henry Moore,Bequest of Elise S. Haas,1986,15a0af6eb57e
1898,http://www.sfmoma.org/images/artwork/medium/52.6715_02_c02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/3440,Reclining Figure,British,1952,18.1 cm x 43.18 cm x 13.02 cm,Castleford,Henry Moore,Gift of Charlotte Mack,1986,d986053cd798
1898,http://www.sfmoma.org/images/artwork/medium/91.170.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/3874,Three Standing Figures,British,1991,23.5 cm x 16.51 cm x 10.16 cm,Castleford,Henry Moore,Bequest of Elise S. Haas,1986,524e56ea6145
1898,http://www.sfmoma.org/images/artwork/medium/58.4383_01_d02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/3443,Time/Life Screen: Working Model,British,1958,41.91 cm x 106.68 cm x 16.19 cm,Castleford,Henry Moore,Gift of Charlotte Mack,1986,55ff1cb8cca6
1898,http://www.sfmoma.org/images/artwork/medium/92.98_01_e03.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/4101,Upright Motive C,British,1992,30.16 cm x 8.89 cm x 5.72 cm,Castleford,Henry Moore,Gift of Marjory W. Walker,1986,e5514ec2b11e
1910,http://www.sfmoma.org/images/artwork/medium/92.431.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8316,"Alley, Claremont, California",American,1992,18.26 cm x 22.7 cm,Central City,Wright Morris,Purchase through a gift of Byron R. Meyer,1998,040255ecaa9e
1910,http://www.sfmoma.org/images/artwork/medium/92.226.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8311,"Bed with Nightpot, Home Place",American,1992,24.45 cm x 19.84 cm,Central City,Wright Morris,Gift of Jane and Larry Reed,1998,d36016227bbf
1910,http://www.sfmoma.org/images/artwork/medium/93.511.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8526,"Bedroom, Home Place",American,1993,25.4 cm x 20.48 cm,Central City,Wright Morris,Gift of Kathy and Ron Perisho,1998,201536b88f80
1910,http://www.sfmoma.org/images/artwork/medium/PH03.500_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/115539,"Farmhouse in Winter, near Lincoln, Nebraska",American,2003,20.32 cm x 25.4 cm,Central City,Wright Morris,Gift in memory of Josephine Morris,1998,b69b42a2143c
1910,http://www.sfmoma.org/images/artwork/medium/81.330_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/12987,"Faulkner Country, near Oxford, Mississippi",American,1981,20.16 cm x 25.24 cm,Central City,Wright Morris,Gift of Grapestake Gallery in honor of John Humphrey,1998,1e513ce7e477
1910,http://www.sfmoma.org/images/artwork/medium/92.430.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8313,"Faulkner Country, near Oxford, Mississippi",American,1992,19.69 cm x 24.13 cm,Central City,Wright Morris,Gift of Susan and Richard Watkins,1998,a3ceb46de1f4
1910,http://www.sfmoma.org/images/artwork/medium/83.71_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/12988,"Gano Grain Elevator, Western Kansas",American,1983,35.4 cm x 27.78 cm,Central City,Wright Morris,Mortimer Fleishhacker Jr. Memorial Fund Purchase,1998,4acfaeb4cf9e
1910,http://www.sfmoma.org/images/artwork/medium/92.228.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8314,"Photograph of Morris Family Homestead in Ohio, Home Place",American,1992,19.05 cm x 23.65 cm,Central City,Wright Morris,Gift of Robert Fisher,1998,275670d28574
1910,http://www.sfmoma.org/images/artwork/medium/77.190.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/29321,"Powerhouse and Palm Tree, Near Lordsburg, New Mexico",American,1977,20.16 cm x 25.24 cm,Central City,Wright Morris,Mrs. Ferdinand C. Smith Fund purchase,1998,58063dc8b325
1910,http://www.sfmoma.org/images/artwork/medium/92.222.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8306,"Reflection in Oval Mirror, Home Place",American,1992,25.4 cm x 20.32 cm,Central City,Wright Morris,Gift of Robert Fisher,1998,3f8371dcba37
1910,http://www.sfmoma.org/images/artwork/medium/92.432.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8339,"Sidewalk in an Abandoned Development, South of Cleveland, Ohio",American,1992,25.4 cm x 20.48 cm,Central City,Wright Morris,Purchase through a gift of Barry Ramer,1998,1ae28d9756f0
1910,http://www.sfmoma.org/images/artwork/medium/92.219.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8303,"Storefronts, Western Kansas",American,1992,18.26 cm x 23.81 cm,Central City,Wright Morris,Gift of Robert Fisher,1998,df12ce133702
1910,http://www.sfmoma.org/images/artwork/medium/92.238_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8308,"Tenement Steps, Los Angeles",American,1992,18.42 cm x 22.86 cm,Central City,Wright Morris,Purchase through a gift of Don and Joyce Linker,1998,e8a385b71267
1910,http://www.sfmoma.org/images/artwork/medium/92.221.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8305,"Uncle Harry Entering Barn, Home Place",American,1992,24.45 cm x 19.69 cm,Central City,Wright Morris,Gift of Robert Fisher,1998,a66e36014e63
1919,http://www.sfmoma.org/images/artwork/medium/48.252.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/3463,Garden Four O'Clock,American,1948,75.88 cm x 107 cm,Chickasha,Lee Mullican,Gift of Herman Flax,1998,28fffa986caf
1919,http://www.sfmoma.org/images/artwork/medium/68.37.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/51,Untitled,American,1968,86.36 cm x 43.18 cm,Chickasha,Lee Mullican,Gift of Charles Campbell,1998,c64ffb864d9a
1918,http://www.sfmoma.org/images/artwork/medium/84.46.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13042,Jean Dubuffet,American,1984,22.38 cm x 19.37 cm,New York,Arnold Newman,Gift of Van Deren Coke,2006,63406d289fb0
1905,http://www.sfmoma.org/images/artwork/medium/83.74.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13098,Alfred Stieglitz - New York,American,1983,8.26 cm x 6.67 cm,Philadelphia,Dorothy Norman,Clinton Walker Fund purchase,1997,30905be573f0
1905,http://www.sfmoma.org/images/artwork/medium/83.15.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13097,"Alfred Stieglitz and Edward Steichen, An American Place",American,1983,5.4 cm x 9.37 cm,Philadelphia,Dorothy Norman,Clinton Walker Fund purchase,1997,511e39c324a4
1905,http://www.sfmoma.org/images/artwork/medium/83.75.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13099,Alfred Stieglitz NY - An American Place,American,1983,10.32 cm x 7.14 cm,Philadelphia,Dorothy Norman,Clinton Walker Fund purchase,1997,8538be48be27
1905,http://www.sfmoma.org/images/artwork/medium/97.959.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22261,"Alfred Stieglitz, NY",American,1997,9.21 cm x 6.99 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,641f14351f14
1905,http://www.sfmoma.org/images/artwork/medium/97.960.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22226,An American Place - Alfred Stieglitz's Hat and Coat in Stieglitz's Vault,American,1997,8.57 cm x 6.03 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,9b8273e38d63
1905,http://www.sfmoma.org/images/artwork/medium/97.962.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22228,An American Place - O'Keeffe Paintings,American,1997,6.83 cm x 9.37 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,1a3dfae11567
1905,http://www.sfmoma.org/images/artwork/medium/97.963.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22255,An American Place - O'Keeffe Paintings VII,American,1997,9.05 cm x 7.46 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,67d6bc2ef204
1905,http://www.sfmoma.org/images/artwork/medium/97.980.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22248,An American Place - Opening Between Two Galleries,American,1997,9.21 cm x 5.72 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,86eb5309ee0a
1905,http://www.sfmoma.org/images/artwork/medium/97.961.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22230,"An American Place - Packages of ""Twice a Year"" Ready to Mail",American,1997,8.89 cm x 6.19 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,b2852b977121
1905,http://www.sfmoma.org/images/artwork/medium/82.62.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13090,An American Place - Telephone and Alfred Stieglitz Equivalent,American,1982,10.32 cm x 6.83 cm,Philadelphia,Dorothy Norman,Purchase,1997,c18a0879682e
1905,http://www.sfmoma.org/images/artwork/medium/97.964.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22239,An American Place - Work Table and Stool,American,1997,9.37 cm x 5.24 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,29b8dd524eaf
1905,http://www.sfmoma.org/images/artwork/medium/97.966.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/21786,"Dr. Ananda K. Coomaraswamy, Variant III",American,1997,8.41 cm x 5.72 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,174856892fba
1905,http://www.sfmoma.org/images/artwork/medium/97.968.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22241,"Elli Cartier - Bresson, NY",American,1997,8.89 cm x 6.19 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,bd967d4de1a8
1905,http://www.sfmoma.org/images/artwork/medium/97.969.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22254,Emily Wilson,American,1997,7.94 cm x 6.35 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,4d71c7ec0659
1905,http://www.sfmoma.org/images/artwork/medium/97.970.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22253,Emmy Swan,American,1997,6.03 cm x 6.03 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,cf63610a550d
1905,http://www.sfmoma.org/images/artwork/medium/97.971.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22250,Grace Bangs,American,1997,9.84 cm x 7.46 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,d43f6e758eba
1905,http://www.sfmoma.org/images/artwork/medium/97.972.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22247,"Henry Morgenthau, Peekskill, NY",American,1997,10.16 cm x 6.51 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,0da5d3e7af6d
1905,http://www.sfmoma.org/images/artwork/medium/97.974.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22231,"Indira Gandhi I, New York",American,1997,7.3 cm x 5.4 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,99ba028667eb
1905,http://www.sfmoma.org/images/artwork/medium/97.973.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22229,"Indira Gandhi I, New York",American,1997,8.57 cm x 6.35 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,6247212ee365
1905,http://www.sfmoma.org/images/artwork/medium/97.975.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22232,"Jawaharlal Nehru, New Delhi",American,1997,9.84 cm x 8.1 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,4acbf6dd2740
1905,http://www.sfmoma.org/images/artwork/medium/97.976.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22244,"John Marin - III, Cliffside, New Jersey",American,1997,9.53 cm x 7.46 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,42ff79e6e4fe
1905,http://www.sfmoma.org/images/artwork/medium/97.977.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22236,Louis Kalonyme,American,1997,9.37 cm x 5.56 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,96217f7fe067
1905,http://www.sfmoma.org/images/artwork/medium/97.978.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22246,Mai Mai Sze,American,1997,8.89 cm x 6.35 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,fae60e828eb1
1905,http://www.sfmoma.org/images/artwork/medium/83.11_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13093,Morris Graves with Tuning Fork,American,1983,7.14 cm x 6.83 cm,Philadelphia,Dorothy Norman,Clinton Walker Fund purchase,1997,abc6450a2811
1905,http://www.sfmoma.org/images/artwork/medium/97.981.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22237,Paul Bowles,American,1997,9.37 cm x 7.3 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,bf0418ac3100
1905,http://www.sfmoma.org/images/artwork/medium/97.982.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22258,"Portrait of Madame Gaston Lachaise, New York",American,1997,6.99 cm x 5.4 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,8bcc1a75ab51
1905,http://www.sfmoma.org/images/artwork/medium/97.984.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22249,"Ruth Berlau, NY",American,1997,8.1 cm x 5.87 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,199bd5c19b14
1905,http://www.sfmoma.org/images/artwork/medium/97.985.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22252,"Stieglitz Exhibit, MOMA Exterior",American,1997,8.26 cm x 6.67 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,f6d8065ce546
1905,http://www.sfmoma.org/images/artwork/medium/97.987.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/22245,"Theodore Dreiser, Woods Hole, Mass.",American,1997,6.19 cm x 6.67 cm,Philadelphia,Dorothy Norman,Gift of The Estate of Dorothy Norman,1997,584e7e8d180f
1898,http://www.sfmoma.org/images/artwork/medium/98.567_01_b02.jpg,SFMOMA,Furniture,http://www.sfmoma.org/explore/collection/artwork/29342,"Armchair, model 406",Finnish,1998,85.09 cm x 60.96 cm x 66.04 cm,Kuortane,Alvar Aalto,Gift of Michael and Gabrielle Boyd,1976,f7c406397919
1907,http://www.sfmoma.org/images/artwork/medium/3756.43.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/387,American Landscape,American,3756,60.96 cm x 45.72 cm,New York City,Gregorio Prestopino,WPA Federal Arts Project Allocation to the San Francisco Museum of Modern Art,1994,ac1364b8ff04
1897,http://www.sfmoma.org/images/artwork/medium/90.324_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/7948,Untitled,German,1990,23.18 cm x 17.46 cm,W&uuml;rzburg,Albert Renger-Patzsch,Purchase through a gift of Mr. and Mrs. Paul Sack,1966,69cdfa82696c
1897,http://www.sfmoma.org/images/artwork/medium/2005.348_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/120068,Winterlicher Wald (Winter Forest),German,2005,22.9 cm x 17 cm,W&uuml;rzburg,Albert Renger-Patzsch,Accessions Committee Fund and purchase through a gift of K. C. Chiang and Joseph B. Hershenson,1966,dac117da4631
1849,http://www.sfmoma.org/images/artwork/medium/95.145.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/15449,"Home of an Italian Ragpicker, Jersey Street","American, born Denmark",1995,19.69 cm x 24.77 cm,Ribe,Jacob August Riis,Evelyn and Walter Haas Fund,1914,9c098c174efb
