Copyright0951,0021,Seller0716,Image0665,file_name,Image0682,Rifles0572,New0604,Main0551,20150823,Guns0565,Image0648,Price0797,Since0725,Location0800,ATF0978,Start0821,5568580574
2015,Jericho 941 PSL9 (9mm) : Pistols,Ar10Boy,20151116_171655.jpg,82C832FC35871BD5D35CB34E8EFE838A29BA86D6D88F7ED347BA9796EA601C7E.html,20151116_171911.jpg,556528,20151116_171110.jpg,,": 2     IWI Jericho 941PSL9 (9mm) 3.8 Inch 16+1 Rounds , Double Action Trigger, 2 Mags, Adjustable Sights, Fairly new Less Then 100 Rounds Shot No problems At All.       $420 FL DL and bill of sale required, CCW preferred.",Pistols,20151116_171221.jpg,420,"November 17, 2015",Deerfield Beach,: 1479,"Nov 17, 2015",Jericho 941 PSL9 (9mm)
2015,russian 7.62x39 brass reloadable ammo : Ammunition,colknight,,83063FEDE536B108C28B8B9CD54AB88446EEADD38144538EBD0A87C8672B590C.html,,556821,IMG_0287.JPG,,: 1  I have part of a case of russian brass 7.62x39 ammo for the AK total of 825 rounds $450 please text Li at 407-361-6076,,,0,"June 9, 2013",Kissimmee,: 2137,"Nov 19, 2015",russian 7.62x39 brass reloadable ammo
2015,FS lnib Custom Mossberg MVP Patrol 308 : Rifles,Firefreak,,8B4AD6364781508E0AD363C0839862B8A8B6B396ADCE1AA6886A273899FCB590.html,,556205,,,": 2  I am looking to sell my lnib custom one of a kind Mossberg MVP Patrol rifle in .308.  I had this rifle built to shoot my .308 suppressor for Hog Hunting ,ect. It has a 16.1"" barrel, AAC 51T Breakout brake/flash hider. It accepts AR Mags. It comes with 1 factory 10rd mag, 2 10rd Pmags, and 1 20rd Pmag. It also has Nikon Prostaff 3X9X40 scope with anti reflection device and flip up lense cover, Caldwell bipod, 5.11 VTac sling and padded double rifle heavy duty sniper drag bag case.  Finally the rifle sports a custom Camo paint job. Everything was purchased new and professionally installed. For what it's designed for, there is nothing this set up is missing.  The only reason I am willing to part with it is because I need the money. It is immaculate and only has 35 rds thru it.  Asking $850!!! OBO cash. YOU WILL NOT BE DISAPOINTED!!!  Thanks  Mike  Text is quickest  954-591-5148",Rifles,,0,"December 5, 2009",Coral Springs,: 13186,"Nov 15, 2015",FS lnib Custom Mossberg MVP Patrol 308
2015,Jimenez Arms Model J.A. NINE - 9MM : Pistols,luckypawn33334,fh 035.jpg,8E2ED944180FEC2FB2D445F7CE7E432B19D2F22BE404C09B352C7971DE978F6A.html,fh 037.jpg,556617,fh 030.jpg,,": 2   Up for sale is a Jimenez Arms Model J.A. NINE - 9MM   The Jimenez Arms Model J.A. NINE - 9MM is in good overall condition. has some normal scratches on the gun from normal use and firing. Has been cleaned very well and looks good. The Firearm comes with a trigger lock. Comes as pictured.    Lucky Pawn 3029 Davie Blvd, Fort Lauderdale FL 33312 - (954) 797-8700 Ask for Danny.  Model: J.A. NINE Caliber: 9MM Frame Finish: Black",Pistols,fh 032.jpg,150,"February 1, 2014",Fort Lauderdale,: 2543,"Nov 17, 2015",Jimenez Arms Model J.A. NINE - 9MM
2015,SAVAGE AXIS 308 w/ New Scope : Rifles,ptsettle,gun1.jpg,8EC16549A82D744B65B774B8CCCCF4663AC502CB34F54B89FF5D7878E4343346.html,gun4.jpg,556380,gun2.jpg,,: 2   Savage Axis 308 w/ New $100 Centerpoint Illuminated 4x16x40mm scope. The gun is like new only shot 20 rounds. The best hog / deer gun you can buy   $350,Rifles,gun3.jpg,350,"July 31, 2010",Holiday,: 1085,"Nov 16, 2015",SAVAGE AXIS 308 w/ New Scope
2015,WTT New Never Fired AR-15 Anderson Lo/ Palmetto Up : Rifles,satch01,,8EDF372B68A14FC4C1C5E520F761A61690F8DB7DF28987797D0F8C5047387ECE.html,,556848,ar15-1.jpg,,": 1  Looking to trade a New Never Fired AR-15 with a Anderson Lower and a Palmetto State Upper. Comes with Removable Carry Handle, Rogers Stock and Magpul Grip. Looking to trade for handguns, prefer .44 if possible. Will consider all trades.",Rifles,,0,"November 13, 2011",Jacksonville,: 2287,"Nov 19, 2015",WTT New Never Fired AR-15 Anderson Lo/ Palmetto Up
2015,brand new never fired glock 30 gen 4 for trade : Pistols,Nino,20151114_111332.jpg,8F5E863599A6CBD4544D5B471E413F64017D5C8488E3C81AFED77421DBFB386F.html,,556362,20151115_212420.jpg,,: 1   Glock 30 gen 3 with night sights trade for glock 23 gen 4    Text me at 7863657681 will come with everything from factory and two boxes of self defense ammo included,Pistols,,0,"May 28, 2013",Miami,: 3218,"Nov 15, 2015",brand new never fired glock 30 gen 4 for trade
2015,Sig M11-A1 Threaded-WTT/WTS : Pistols,oceanrunner2525,,903AFAB0DD3AE7C207E9D531D4D94BEA5CD729B006EFC881079B12CDB5DB2221.html,,556218,IMG_0154.JPG,,": 1   M11-A1 with threaded barrel, four magazines nights sights and SRT trigger. Not a mark or scratch on the gun. Has 200 flawless rounds through it. Comes with all the standard accessories. Reasonable offers will get a reply.      Open to trade for anything in 9 mm or 45 acp. Looking for a carry gun with another gun or cash on your end to even the trade out.",Pistols,,950,"June 8, 2013",Melbourne,: 11791,"Nov 15, 2015",Sig M11-A1 Threaded-WTT/WTS
2015,Glock 19 gen 3 (TRADE) : Pistols,outlaw23,,90D22284E2FAC63CC6CA9A7B1CE02819B4CA518F0868992DE459E64D8345B598.html,,556675,20151112_152643.jpg,,: 1   Nib glock 19 gen 3 factory test fired only    Open to trades-   (NO 40s 22s shotguns taurus keltec etc)   Text me anytime 321-626-8800,Pistols,,0,"July 2, 2008",Melbourne,: 1281,"Nov 18, 2015",Glock 19 gen 3 (TRADE)
2015,AR15 : Rifles,user66816,,91F93E51BA4F3BB9D48C8A842DF66485C0FFB8CBD4A5F8C3AB2BF9CB6B00D8EB.html,,556382,,,": 1  AR15 with 20"" barrel, Low Profile Gas Block, AR Stoner Muzzle Brake, Free Float Tube, and New Frontier Polymer Lower. Comes with one 30rd Pmag magazine. Call me or text me at (407) 404-1393. $525",Rifles,,525,"June 18, 2015",Niceville,: 1106,"Nov 16, 2015",AR15
2015,Dan Wesson Model 715 Stainless .357 Magnum : Revolvers,skend,,9292757EEFE61FC0EC4DA9831248ACDCA20FA6877C25EB99BC81E80371DD3723.html,,556389,IMG_1037.JPG,,": 4  Early 80's model in like new condition. Original box, manual and barrel tool.",Revolvers,,750,"December 30, 2011",Old Town,: 1421,"Nov 16, 2015",Dan Wesson Model 715 Stainless .357 Magnum
2015,LWRC UPPERS AVAILABLE TO ORDER.... : Rifles,vmrod13,,93B2D8CCCBD03817A591D85E556DE4596283FC41E8AD295B32D6DE780B0B76DC.html,,557166,LJICA5U5B16.jpg,,: 2   - IC-A5 AR PISTON UPPER 5.56MM 16IN BARREL 1:7 TWIST A2 FLASH BLK $1650.00 delivered.NEW   C-A5 AR PISTON UPPER 5.56MM 16IN BARREL 1:7 TWIST HI-EFF MUZZLE BLK 1600.00 delivered.NEW   AVALABLE TO ORDER ONCE PAID AND ORDERED THE UPPER WILL ARRIVED IN THRE DAYS.   PRICES ARE OUT THE DOOR.   CALL OR TEXT ME AT 786-246-2914   BUSS HRS ARE 10 AM TO 7 PM   NOB TO SAT   THANKS VICTOR,Rifles,,0,"July 24, 2010",WEST PEMBROKE PINES,: 2119,"Nov 21, 2015",LWRC UPPERS AVAILABLE TO ORDER....
2015,FS/FT Springfield XDM 4.5 Bitone 9mm : Pistols,Samjax777,XDM3.jpg,93BFBAA4C3B59CCBD97653B0CDEA6A2D573A4D80F1A402884DE74A6125CAA2FA.html,,556694,XDM2.jpg,,": 1   Looking to sell or trade an absolute mint condition Springfield XDM 9mm in 4.5"" Bitone.    Comes complete with XDM case, gear, book, mags, etc...   Low round count gun. Perfect all around.    $595   Trade Interests with added cash if necessary:   HK P2000 V3 9mm Full Size (not sk)   HK USP 9mm Full or Compact V1   Walther PPQ M2 9mm in 5""   Walther P99 AS 9mm   Smith  Wesson Pro Series/Performance Center 9mm   All trades must be in excellent condition and come with proper case, book, mags, etc...   email via this site or text offers/trades to: 727-637-4**6**4**1",Pistols,,595,"July 22, 2015",Clearwater,: 203,"Nov 19, 2015",FS/FT Springfield XDM 4.5 Bitone 9mm
2015,Remmington 597 22 Magnum : Rifles,user13138,,95013897E8C83B6EE6E1BADADFD217D7F1AA376DBA92CC2458445DEA716253A9.html,,557440,,,: 2   Remmington 597 22 Magnum Rifle with Bushnell Legend Rifle Scope 5x15 AO Variable Mil-Dot   Excellent Like New Condition   Licensed FFL shipper available,Rifles,,450,"July 26, 2014",Winter Haven,: 2555,"Nov 22, 2015",Remmington 597 22 Magnum
2015,Colt series 70 1911 : Pistols,iad63,,950EEFEB81C6053840AEFF55F079BCAC3975703C6E99299A042067CDE95492A9.html,,556043,image.jpg,,": 4  Colt 1911, series 70 .45 cal   Trade for FN 45 tactical or HK 45 tactical.",Pistols,,0,"November 30, 2011",St. Lucie County,: 2035,"Nov 14, 2015",Colt series 70 1911
2015,Beretta PX4 Storm Type G (rare) 45cal. : Pistols,mac13,,953C8EAA019B04820D4ABA772DDDAB9E5E134F2C48370B4F715DCBA4E57906C0.html,,557459,007.JPG,,": 2  Beretta Storm PX4 Type G, Hard to find. This gun was made in Italy. I fired it once and it's been in my safe ever since. It has 2 mags, 9rd and a 10 , 3 back straps , cleaning kit and manual. This gun is Like New. Asking 600.00 obo. Thank You",Pistols,,600,"February 1, 2014",Inverness,: 2674,"Nov 22, 2015",Beretta PX4 Storm Type G (rare) 45cal.
2015,FS PIG multicam rifle plate carrier with pouches : Other Items,Firefreak,,957620C653EB3112804867AFC9A154F03D9855D93CEF6CD13FE4F511B0591FAE.html,,556207,,,": 2  Hello, I'm selling my like new Multicam PIG carrier. The carrier is a PIG brand along with the optional PIG side quick release side plate holders.  I also have multiple IFAK, mag, ect. Pouches for it as well if interested. They are TAG, Tactical Tailer and Blackhawk brand.  This system is NOT cheap Condor stuff. Condor serves its purposes I'm not knocking it. This carrier is $329 brand plus the side plate pouches. Then over $100 in pouches...  Asking $275 !!!! OBO for everything  Thanks  Mike  Nine54-591-5148  Text for faster response along with more pictures.",,,0,"December 5, 2009",Coral Springs,: 13037,"Nov 15, 2015",FS PIG multicam rifle plate carrier with pouches
2015,WTT AR15 5.56 : Rifles,wclint30,20151115_151758.jpg,9A7F34B3D0BD97404CAE68A510555E17527368258F547C7475B29E308DA85FC6.html,,556496,20151115_151721.jpg,,: 2  Looking to trade my Ar Spikes Zombie lower Spikes lpk psa premium buffer kns pins Magpul furniture Upper is Psa premium upper bolt carrier is psa also barrel is a Spikes tactical mid length cromeline 1-7twist Yankee hill free float spector length rail magpul flip up sights 500rds thru this rifle in great shape looking for a nice AK47 or maybe a Ak74 located in S.Lakeland 33812 not looking to travel far or sell trade only text 863-409-4169 or wclint30@yahoo.com,Rifles,,0,"March 14, 2011",Lakeland,: 6779,"Nov 16, 2015",WTT AR15 5.56
2015,Remington 11-87 Sportsman Field 12ga : Shotguns,Xeddy21x,,9D2BA8BF3D3E9677127661E7BA710677701FF5B54BBDB68E4A4B053809231E03.html,,557154,image.jpg,,": 1  Very good condition 11-87 Sportsmans Field 12ga. Asking $580 OBO. Text only 786-317-0841 or email garcia.eduardo6@gmail.com  28"" barrel 3"" chamber 4 + 1 capacity Modified choke 2 3/4"" or 3"" shells",Shotguns,,0,"September 16, 2012",Miami,: 2056,"Nov 21, 2015",Remington 11-87 Sportsman Field 12ga
2015,Marlin 336 jm cs 35 Rem : Rifles,lucyLOU,,9D9FC02AD8CEFE534B5E3CEFCF5A8FD124FDCFD2B512F4B2AE2F1A86878B24E6.html,,556562,1791619.jpg,,: 1  Marlin 336 jm cs 35 Rem lever Action remington micro grove remington very nice with base trade for shotguns 20 gauge side by side or 12 ga no crap handguns dan wesson either 357 9mm 44 magnum 40 cal 45 223 or ak 47 7.62x39 308 25-06 270 colt python good bear deer hogs gun also have ammo for money 550.00 dan wesson 10mm mm DAN WESSON wanted wsm ar 10 30-06 270 813-31O63-13 trade 550.00,Rifles,,550,"August 21, 2014",Orlando,: 2189,"Nov 17, 2015",Marlin 336 jm cs 35 Rem
2015,Savage 10P Precision Bolt Rifle : Rifles,JEDFFT,20151120_152144.jpg,A27898629D9D742B0217C65B55AD3C346FDFA968ED23DDE440BB6543D7B49CA4.html,20151120_152237.jpg,557022,20151120_152006.jpg,,": 1     .308   5R Rifleing   20"" Barrel   Advanced Armament 51t Breakout Muzzle Break (Can quick attach a compatable AAC Supressor)   Tactical Bolt Knob (Savage Factory)   H-S Precision M24 Composite Stock (PST 114 in Olive color with black web) (QD Sling Sockets)   Harris Bipods   Karsten Custom Kydex Adjustable Cheek Riser (Model A)   Vortex Viper PST 6-24x50 First Focal Plane Rifle Scope (EBR1 retical MRAD)   Badger Ordinance 20MOA One Piece Base   Vortex Precision Matched Rings     The gun has about 600 rounds through it. Great groups with 175gr SMK. Need to sell a gun to build another. Comes with everything listed, also have original plastic Savage stock, scope box and parts.",Rifles,20151120_152049.jpg,"2,400","November 20, 2015",Fort Pierce,: 1989,"Nov 20, 2015",Savage 10P Precision Bolt Rifle
2015,THE HOG AR! 16 .300 blackout : Rifles,Yellowfin1990,image.png,AB20CA0E4095A6A7AAEDFCD4A7E670DF390E7AD4D2B0B4A0C4D4E2CD464CD75F.html,,556763,image.png,,": 2    16"" 300 blackout chrome moly barrel  PSA MOE lower  Magpul MOE stock  Magpul pistol grip  DT Upper  PSA premium full auto bolt with logo  Roush extended tactical charging handle  Custom muzzle brake  15"" key mod rail  Nikon 3-9x40 with box  2 pro mags  50 rounds 143gr hollow point .300  Rifle case  8139195188 Chris",Rifles,,900,"November 6, 2015",Jacksonville,: 2247,"Nov 19, 2015",THE HOG AR! 16 .300 blackout
2015,Granite Fire pits : Other Items,snakegrips,round fire pit.jpg,AB94E565BF7F30FCBE90754CA06FEDC9D9D9F68BF4355C1A056300B6C5E489BB.html,Rec fire pit.jpg,556745,mix fire pit.jpg,,": 1   Granite Fire Pits for trade for firearms, knives, or ammo in and around Tampa   I have a shop and will do 3cm Remnants for Baths, Fire Pitts, Desk, coffee table, and BBQ Grill Tops                                    Thanks for looking",,lite dark top fire pit.jpg,0,"March 8, 2013",Tampa,: 1608,"Nov 19, 2015",Granite Fire pits
2015,WTB SCCY 9mm in red frame : Pistols,1933kevin,,ADFF811B5AFBB940485CDE4C6EEBFF12AC7A3CC8EA4C6A02EF9A79F53F3F0870.html,,555951,,,: 1  I am looking to trade or buy a SCCY 9mm in the red frame. Please contact me if you have one available.,Pistols,,0,"April 29, 2010",Tavares,: 413,"Nov 14, 2015",WTB SCCY 9mm in red frame
2015,AR-15 Pistol buffer tube for a Sig Brace AR15 : Parts/Accessories,gunman,,AF24D0EAF2F20CC2CAD71FCC3152FF5677668F5054EF2575389239890ED3C978.html,,555965,,,": 2   Selling a: AR-15 Pistol buffer tube pistol tube receiver back plate for the Sig Brace, This one has the raised front by the receiver to mount a Sig pistol stabilizer brace or you can use it alone, High quality made part that mounts solid to a AR receiver, Brand new condition never used or mounted, Extra not needed, $30.00 cash, Pick up in the St.Pete area,",Parts/Accessories,,30,"April 23, 2010",Pinellas,: 1108,"Nov 14, 2015",AR-15 Pistol buffer tube for a Sig Brace AR15
2015,Glock 22 Gen 3 with hd night sights : Pistols,StangofSteel,201511159513584195resized.jpg,B1137CB7F0A77C70B91963E341FC8BA900DC25ACBE33CE2D286050AD1C5771FE.html,,556371,20151115_134927.jpg,,: 2   I have a glock 22 gen 3 for sale I just acquired in a trade that I want to sell. Gun is in good condition that only has a small chip at the bottom of the grip. It doesnt affect the mag going in or holding the gun. Gun has hd night sights and 2 mags. 450 cash no trades.   Call or text 9045245931   Andrew,Pistols,,450,"February 15, 2014",Jacksonville,: 556,"Nov 16, 2015",Glock 22 Gen 3 with hd night sights
2015,SIG SAUER STX 1911 45 SEMI AUTO IN BOX FLAWLESS : Pistols,Skypilot,,B122BCE8015655EDFA786F1EECF8CB6F5519754622D2FEB4B6C78985BF0628DC.html,,556192,SUNP0219.JPG,,": 2  A Sig Sauer 1911 45 cal semi auto pistol the sought after STX MODEL, 2 tone, Black Nitron slide over s/s/ satin silver frame, Sig custom grips, NIGHT SIGHTS by Novak factory, test fired only, comes with 1 mag, in the box with book paperwork. One of the finest 45 pistols in the world. ftf sale Tampa areas, No shipping, trades??????????????",Pistols,,875,"January 6, 2011",Land O Lakes,: 18635,"Nov 15, 2015",SIG SAUER STX 1911 45 SEMI AUTO IN BOX FLAWLESS
2015,daniel defense sight : Optics/Sights,wolf19r,,B47CF4E9C698A48FD497F47ADC4C04124EC6292400C6FB5551B1B8E46C2776AE.html,,556963,,,": 1  New daniel defense fixed sight. Call, text or email 904-504-1047",,,60,"July 20, 2011",Jacksonville,: 2004,"Nov 20, 2015",daniel defense sight
2015,Ruger Mini 14 : Rifles,user93586,image.jpg,B64C0CE7DF7AD8FCC9B3804F96601CB3DBF8F95662B522A6562A892682DF9900.html,,556005,image.jpg,,": 2  185 series mini 14 with wood furniture and M1/M1A style peep sights that are elevation and wind age adjustable. This rifle is used, shows some wear but is in excellent condition. Not really interested in a trade, funding a new project.",Rifles,,675,"May 20, 2015",Orange Park,: 1972,"Nov 14, 2015",Ruger Mini 14
2015,Sig 229 : Pistols,tuckerelectric,DSC_8272.JPG,B67C6AEFFB0503D7EC3DD135AED19CCA00E524AA5A7D500500D475B31A106A7F.html,DSC_8273.JPG,556518,DSC_8276.JPG,,": 1  Sig Sauer P229 Equinox, .40s DA/SA with tritium fiber optic sights. Includes factory case and two 12rd factory magazines. Only 20 rounds fired.  $640 FL DL and bill of sale required, CCW preferred.",Pistols,DSC_8275.JPG,640,"June 11, 2014",Vero Beach,: 903,"Nov 17, 2015",Sig 229
2015,Glock 26 Gen 4 : Pistols,cipher727,,B734575913AEE121AACC10A9849F28CA4FD498562FE4A0A99CA7DCA38D2F5A52.html,,556716,,,": 1  I Want To Trade A Gen 4 Glock 26 For A Gen 4 Glock 19 (2) 10 Round Magazines. 1 Pearce Grip Extension Case, Lock, Paperwork, 4 Backtraps & Test Shell Included  Text 407-489-0855 For Quick Reaponse. I Have A CWP FL ID / CWP Required For Bill of Sale. Must Be 21. No Felons",Pistols,,0,"December 8, 2012",Oviedo,: 775,"Nov 19, 2015",Glock 26 Gen 4
2015,HUGE SALE UNTILL BLACK FRIDAY!! 15%-25% : Rifles,AnythingPawn,IMG_0019.JPG,B765312818351E0DA65D87858E44F4DEBBCDD32CBC7B982E0508F096D065F7F9.html,,555802,IMG_0020.JPG,,": 3     Anything Pawn  Auction is at it agian!       This time with a 25% off sale on ALL Bows and Muzzle Loaders!       and up to 15% off ALL Rifles, Shotguns, and Handguns!!!!!!       Hurry in to get the best deal on the firearm you have had your eye on! The sale will go on untill Black Friday (Friday November 27th)        Dont forget to bring the wife with you! We also have a huge selection of jewlrey to keep her occupied while you shop for your new gun!       We also do Gunrepair and Customization!       Anything Pawn  Auction        297 West James Lee BLVD 32536       Crestview, FL        (850) 682-8888",Rifles,,0,"April 20, 2013",Crestview,: 2523,"Nov 17, 2015",HUGE SALE UNTILL BLACK FRIDAY!! 15%-25%
2015,.308 WIN Federal Power Shock Ammo : Ammunition,cmontero,,B8A116B797FB926DF84239039FA8A0AAB0514C9B60CC3D3E93363B147249D455.html,,556294,20151115_162015.jpg,,: 1   140 rounds of .308 Federal Power Shock ammo for $105. That's $15 per box of 20 rounds. Message me via Fl guntrader or text.me at 904-651-3301.,,,105,"February 13, 2012",Jacksonville,: 2187,"Nov 15, 2015",.308 WIN Federal Power Shock Ammo
2015,Ruger .357 blackhawk SS : Revolvers,Tractor service,,BB4F1F7067497F6CD78531EC7F33F1D5391ADF62A8601DB54480763B03217D4F.html,,557476,image.jpg,,": 2  Ruger .357 magnum blackhawk stainless steel with 6 1/2"" barrel. Gun has only been fired less than 20 rounds. Gun is like new comes with factory hard case all paperwork. And 2 boxes of Hornady ammo. Call or text 772-643-0080 $550 obo must be 21 or older with valid ID",Revolvers,,550,"March 17, 2013",Vero Beach,: 2331,"Nov 22, 2015",Ruger .357 blackhawk SS
2015,SW mp sport 5.56 unfired with extra goodies : Rifles,paul10491,,C3D912062C8ED15810E6D66752DB3E61CB956D23A560C8F637D0567C82B6D114.html,,556261,image.png,,": 2  Bought this rifle a few months ago and right away bought a few add on's. Never got around to shooting it, and pretty much just want some extra cash. I don't much about AR's but I'm sure you would be able to see the extra add on's. I have the original receipt with all the upgrades and tax it ended up costing me around 950.00 I'm pricing this to sell asap, also come with two P mags and 60 rounds of 5.56. Please call or text anytime asking for 700.00  Paul 407-506-8834",Rifles,,700,"October 11, 2011",Kissimmee,: 6023,"Nov 15, 2015",SW mp sport 5.56 unfired with extra goodies
2015,TAURUS 22 MAG. REVOLVER-8 SHOT : Revolvers,noducky,TAURUS 004.JPG,C4E4E3EEC463609D3FF94F30E8128CC99FAD83DAEF03B16C732513738948B08F.html,TAURUS 005.JPG,556256,TAURUS 002.JPG,,": 1  TAURUS MODEL 941-4"" BARREL WITH A 8 SHOT CYLINDER, ADJUSTABLE SIGHTS, RUBBER GRIPS. BOX AND HAMMER KEYS INCLUDED.LIKE NEW, TEST FIRED ONLY.",Revolvers,TAURUS 003.JPG,300,"January 5, 2011",Marco Island,: 7698,"Nov 15, 2015",TAURUS 22 MAG. REVOLVER-8 SHOT
2015,Colt Python Revolver 6 inch : Revolvers,harley2003,IMG_20151021_142611.jpg,CC3487C90787A9DC0991141039B4F39EFCDB5BDD273750BA9376D6F872013A8B.html,,556077,IMG_20151021_142543.jpg,,": 1  For sale is a very nice Colt python 6"" barrel, royal blue from the factory. The front sight has been cut in half with an attempt to make a fiber optic red sight ( see photos). The gun is in super great shape, no rust, no hoslter wear. You will not find a better gun anywhere in this condition. So come get it before it is gone. These guns will continue to go up in price.Obo",Revolvers,,"2,500","September 24, 2012",Ft Pierce,: 2297,"Nov 14, 2015",Colt Python Revolver 6 inch
2015,MISSION KNIFE : Other Items,skydiver3,,CE3973B85EA21E8CCD06F69564918510E0C93151F9C02E3919294119EC74BA20.html,,557504,20151122_134300.jpg,,": 1  Brand new, never used MPT-A2. To be honest, I don't know if this is original or clone.",,,50,"April 23, 2010",Orlando,: 2792,"Nov 22, 2015",MISSION KNIFE
2015,Sig P290RS with Night Sights : Pistols,DangerDave,,CF7AC1086739D5C6DFBD66F5017F69CDC6CA0419AA5AF74D341BCB83EFB3BFAE.html,,556251,20151115_120536.jpg,,": 2  Sig P290RS with night sights in original box with de santis pocket holster and all factory equipment (1x 8rd, 1x 6rd mag, holster, disassembly tool and gun lock). $400 obo or trade for ???",Pistols,,400,"June 19, 2012",Merritt Island,: 9209,"Nov 15, 2015",Sig P290RS with Night Sights
2015,"American Eagle 40 SW 165gr, 1 box for sale $20.00 : Ammunition",user44872,,D197D5FE868D1BC55A65A01D7A180467B4E06F87AAC8CE28E15B2E9A019D806E.html,,556416,IMAG0973.jpg,,": 1  For sale American Eagle 40 SW 165gr FMJ, 1 new box (50rds) for sale $20.00.",,,20,"September 6, 2015",St Petersburg,: 1970,"Nov 16, 2015","American Eagle 40 SW 165gr, 1 box for sale $20.00"
2015,SKS 40 round mags : Other Items,jerlon26,,D57FC6ACF81223014494A6E2F318B5132D6BBCEE5FAC42C148C50ADE999BC1B2.html,,557037,image.jpg,,: 1  I have 2 brand new never used or loaded... Don't need them anymore...,,,20,"July 7, 2011",Daytona Beach,: 2178,"Nov 20, 2015",SKS 40 round mags
2015,Taurus PT1911 45acp : Pistols,Rubinon,,D6B04448A451BC959439370FAF20BD81D92368567E658C6DB4DD6F57A25EC6D5.html,,556387,,,": 1  Excellent condition, two mags, factory case and all paperwork. Will also consider trades for a 9mm, preferably a carry size. Meet in Land O Lakes, Lutz, or N Tampa. Text (813)323-3682",Pistols,,425,"April 30, 2012",Tampa,: 1295,"Nov 16, 2015",Taurus PT1911 45acp
2015,Vintage HR .22cal Revolver : Revolvers,billinnpr,IMG_6263.JPG,D9399E079E0B751601EA884510D590B936EEA8F817E53704059E70CA607EFFB4.html,IMG_6264.JPG,556309,IMG_6261.JPG,,": 2   I am selling a beautiful Vintage HR .22 cal revolver . Its the 999 ""Sportsman"". There has been less than 50 rounds thru this gun and it is in like new condition.   I am not looking for a trade .",Revolvers,IMG_6262.JPG,400,"October 24, 2011",Palm Harbor,: 2211,"Nov 15, 2015",Vintage HR .22cal Revolver
2015,new 308 caliber ammo : Ammunition,mrspeedking,,E25832E77ED66EAAC1B0E35BC20CE767B7F0E3A2597087E9D6E97365DF6270BA.html,,557510,IMG_1850.JPG,,: 1   selling federal 20ct boxes brass 150gr bullets $18/box have 20 boxes,,,18,"September 25, 2010",Mtverde,: 2768,"Nov 22, 2015",new 308 caliber ammo
2015,HK P2000SK V3 Compact Decock Model 9mm : Pistols,mpsniper308,20151107_101737.jpg,E509AB402F2E680AE4818A817603520780F2F89EB154EFC1AFADB1A70B6BEB8B.html,,556409,20151107_101642.jpg,,": 2  Like New/unfired with all factory equipment, 2 mags with pinky extensions, and a FIST IWB Kydex Holster ($50.00). Comes with 100rds of ammo/  I also have a Crimson Trace Weapon Light Attached for additional $75.00  Cash Price is Firm!!!  Your trade must value $750 or more on a fair market.  Must sign a bill of sale and not be prohibted from owning a firearm  Text is best, don't anser emails.  352-603-17 nine one",Pistols,,550,"February 26, 2011",Tavares/Deland,: 1868,"Nov 16, 2015",HK P2000SK V3 Compact Decock Model 9mm
2015,Smith wesson 1911 sc : Pistols,tjm9746,,E62C48A36761C5A8B3E08F38938FBB25370157FDCBE4E32D958F1DC91505DC6D.html,,556345,,,: 1   LNIB 950 CASH   TEXT 772 607 2748 ANYTIME,Pistols,,0,"June 8, 2013",Port Saint Lucie,: 2680,"Nov 15, 2015",Smith wesson 1911 sc
2015,38 Special Revolver.................... $225 : Revolvers,grapher,,E8239BACB75D1B192CD844519454E493322B9DC608A56A225BDF5EDB622054D1.html,,556930,1448030535734.jpg,,: 2  I have a Rohm RM40 38 Special 6 shot revolver for sale. Shows some wear but functions perfectly and cylinder locks up very tight.    Selling for $225 or open to trades.  Call or text Stephen at 352-553-3062,Revolvers,,225,"September 14, 2011",Lady Lake,: 1856,"Nov 20, 2015",38 Special Revolver.................... $225
2015,Eotech xps2-2 : Optics/Sights,StevieG,20151117_195151.jpg,E9224C0F225EDB47C6B09417F9228127D684AB8BE8A77353FFD1AE4A2388D090.html,,556879,20150519_134237.jpg,,: 1  Selling my eotech xps2-2. Price is $400 pm me if your interested.,,,400,"August 21, 2012",Naples,: 3154,"Nov 19, 2015",Eotech xps2-2
2015,Glock 19 gen 3 (TRADE) : Pistols,outlaw23,,F172FBB8431FB02C3B67296C1A0A6F361C946B44A6F2F685069559BA43F30FAA.html,,557005,20151112_152922.jpg,,": 3   Nib glock 19 gen 3 factory test fired only    Trade for    Ruger gp100 357 (3""/4""/6""   Ruger sp101 357 (2"")   Ruger lcr 357    Ruger lcx 357    (NOT INTERESTED IN ANY OTHER TRADES)   TEXT ME ANYTIME 321 626 8800",Pistols,,0,"July 2, 2008",Melbourne,: 1856,"Nov 20, 2015",Glock 19 gen 3 (TRADE)
2015,WTT FOR SAM7 UF or SF : Rifles,cesar62188,,F721A4908EB68CA7CF0B89AFA8D653A136AA33F8CC2823D11487EB72B13C89E9.html,,556097,20151113_113018.jpg,,: 3  I have a milled slr101s bulgarian ak with a m4 stock adapter 60 rounds through it want to trade for a sam7 uf or sf in same condition ! Thanks 7868049949,Rifles,,0,"March 7, 2013",MIAMI GARDENS,: 2408,"Nov 14, 2015",WTT FOR SAM7 UF or SF
