Copyright0951,0021,Seller0716,file_name,Rifles0572,20150823,Guns0565,Price0797,Location0800,Start0821
2015,WTB SCCY 9mm in red frame : Pistols,1933kevin,ADFF811B5AFBB940485CDE4C6EEBFF12AC7A3CC8EA4C6A02EF9A79F53F3F0870.html,555951,: 1  I am looking to trade or buy a SCCY 9mm in the red frame. Please contact me if you have one available.,Pistols,0,Tavares,"Nov 14, 2015"
2015,AR-15 Pistol buffer tube for a Sig Brace AR15 : Parts/Accessories,gunman,AF24D0EAF2F20CC2CAD71FCC3152FF5677668F5054EF2575389239890ED3C978.html,555965,": 2   Selling a: AR-15 Pistol buffer tube pistol tube receiver back plate for the Sig Brace, This one has the raised front by the receiver to mount a Sig pistol stabilizer brace or you can use it alone, High quality made part that mounts solid to a AR receiver, Brand new condition never used or mounted, Extra not needed, $30.00 cash, Pick up in the St.Pete area,",Parts/Accessories,30,Pinellas,"Nov 14, 2015"
2015,Glock 22 Gen 3 with hd night sights : Pistols,StangofSteel,B1137CB7F0A77C70B91963E341FC8BA900DC25ACBE33CE2D286050AD1C5771FE.html,556371,: 2   I have a glock 22 gen 3 for sale I just acquired in a trade that I want to sell. Gun is in good condition that only has a small chip at the bottom of the grip. It doesnt affect the mag going in or holding the gun. Gun has hd night sights and 2 mags. 450 cash no trades.   Call or text 9045245931   Andrew,Pistols,450,Jacksonville,"Nov 16, 2015"
2015,SIG SAUER STX 1911 45 SEMI AUTO IN BOX FLAWLESS : Pistols,Skypilot,B122BCE8015655EDFA786F1EECF8CB6F5519754622D2FEB4B6C78985BF0628DC.html,556192,": 2  A Sig Sauer 1911 45 cal semi auto pistol the sought after STX MODEL, 2 tone, Black Nitron slide over s/s/ satin silver frame, Sig custom grips, NIGHT SIGHTS by Novak factory, test fired only, comes with 1 mag, in the box with book paperwork. One of the finest 45 pistols in the world. ftf sale Tampa areas, No shipping, trades??????????????",Pistols,875,Land O Lakes,"Nov 15, 2015"
2015,Ruger Mini 14 : Rifles,user93586,B64C0CE7DF7AD8FCC9B3804F96601CB3DBF8F95662B522A6562A892682DF9900.html,556005,": 2  185 series mini 14 with wood furniture and M1/M1A style peep sights that are elevation and wind age adjustable. This rifle is used, shows some wear but is in excellent condition. Not really interested in a trade, funding a new project.",Rifles,675,Orange Park,"Nov 14, 2015"
2015,Sig 229 : Pistols,tuckerelectric,B67C6AEFFB0503D7EC3DD135AED19CCA00E524AA5A7D500500D475B31A106A7F.html,556518,": 1  Sig Sauer P229 Equinox, .40s DA/SA with tritium fiber optic sights. Includes factory case and two 12rd factory magazines. Only 20 rounds fired.  $640 FL DL and bill of sale required, CCW preferred.",Pistols,640,Vero Beach,"Nov 17, 2015"
2015,Glock 26 Gen 4 : Pistols,cipher727,B734575913AEE121AACC10A9849F28CA4FD498562FE4A0A99CA7DCA38D2F5A52.html,556716,": 1  I Want To Trade A Gen 4 Glock 26 For A Gen 4 Glock 19 (2) 10 Round Magazines. 1 Pearce Grip Extension Case, Lock, Paperwork, 4 Backtraps & Test Shell Included  Text 407-489-0855 For Quick Reaponse. I Have A CWP FL ID / CWP Required For Bill of Sale. Must Be 21. No Felons",Pistols,0,Oviedo,"Nov 19, 2015"
2015,HUGE SALE UNTILL BLACK FRIDAY!! 15%-25% : Rifles,AnythingPawn,B765312818351E0DA65D87858E44F4DEBBCDD32CBC7B982E0508F096D065F7F9.html,555802,": 3     Anything Pawn  Auction is at it agian!       This time with a 25% off sale on ALL Bows and Muzzle Loaders!       and up to 15% off ALL Rifles, Shotguns, and Handguns!!!!!!       Hurry in to get the best deal on the firearm you have had your eye on! The sale will go on untill Black Friday (Friday November 27th)        Dont forget to bring the wife with you! We also have a huge selection of jewlrey to keep her occupied while you shop for your new gun!       We also do Gunrepair and Customization!       Anything Pawn  Auction        297 West James Lee BLVD 32536       Crestview, FL        (850) 682-8888",Rifles,0,Crestview,"Nov 17, 2015"
2015,Ruger .357 blackhawk SS : Revolvers,Tractor service,BB4F1F7067497F6CD78531EC7F33F1D5391ADF62A8601DB54480763B03217D4F.html,557476,": 2  Ruger .357 magnum blackhawk stainless steel with 6 1/2"" barrel. Gun has only been fired less than 20 rounds. Gun is like new comes with factory hard case all paperwork. And 2 boxes of Hornady ammo. Call or text 772-643-0080 $550 obo must be 21 or older with valid ID",Revolvers,550,Vero Beach,"Nov 22, 2015"
2015,SW mp sport 5.56 unfired with extra goodies : Rifles,paul10491,C3D912062C8ED15810E6D66752DB3E61CB956D23A560C8F637D0567C82B6D114.html,556261,": 2  Bought this rifle a few months ago and right away bought a few add on's. Never got around to shooting it, and pretty much just want some extra cash. I don't much about AR's but I'm sure you would be able to see the extra add on's. I have the original receipt with all the upgrades and tax it ended up costing me around 950.00 I'm pricing this to sell asap, also come with two P mags and 60 rounds of 5.56. Please call or text anytime asking for 700.00  Paul 407-506-8834",Rifles,700,Kissimmee,"Nov 15, 2015"
2015,TAURUS 22 MAG. REVOLVER-8 SHOT : Revolvers,noducky,C4E4E3EEC463609D3FF94F30E8128CC99FAD83DAEF03B16C732513738948B08F.html,556256,": 1  TAURUS MODEL 941-4"" BARREL WITH A 8 SHOT CYLINDER, ADJUSTABLE SIGHTS, RUBBER GRIPS. BOX AND HAMMER KEYS INCLUDED.LIKE NEW, TEST FIRED ONLY.",Revolvers,300,Marco Island,"Nov 15, 2015"
2015,Colt Python Revolver 6 inch : Revolvers,harley2003,CC3487C90787A9DC0991141039B4F39EFCDB5BDD273750BA9376D6F872013A8B.html,556077,": 1  For sale is a very nice Colt python 6"" barrel, royal blue from the factory. The front sight has been cut in half with an attempt to make a fiber optic red sight ( see photos). The gun is in super great shape, no rust, no hoslter wear. You will not find a better gun anywhere in this condition. So come get it before it is gone. These guns will continue to go up in price.Obo",Revolvers,"2,500",Ft Pierce,"Nov 14, 2015"
2015,Sig P290RS with Night Sights : Pistols,DangerDave,CF7AC1086739D5C6DFBD66F5017F69CDC6CA0419AA5AF74D341BCB83EFB3BFAE.html,556251,": 2  Sig P290RS with night sights in original box with de santis pocket holster and all factory equipment (1x 8rd, 1x 6rd mag, holster, disassembly tool and gun lock). $400 obo or trade for ???",Pistols,400,Merritt Island,"Nov 15, 2015"
2015,Taurus PT1911 45acp : Pistols,Rubinon,D6B04448A451BC959439370FAF20BD81D92368567E658C6DB4DD6F57A25EC6D5.html,556387,": 1  Excellent condition, two mags, factory case and all paperwork. Will also consider trades for a 9mm, preferably a carry size. Meet in Land O Lakes, Lutz, or N Tampa. Text (813)323-3682",Pistols,425,Tampa,"Nov 16, 2015"
2015,Vintage HR .22cal Revolver : Revolvers,billinnpr,D9399E079E0B751601EA884510D590B936EEA8F817E53704059E70CA607EFFB4.html,556309,": 2   I am selling a beautiful Vintage HR .22 cal revolver . Its the 999 ""Sportsman"". There has been less than 50 rounds thru this gun and it is in like new condition.   I am not looking for a trade .",Revolvers,400,Palm Harbor,"Nov 15, 2015"
2015,HK P2000SK V3 Compact Decock Model 9mm : Pistols,mpsniper308,E509AB402F2E680AE4818A817603520780F2F89EB154EFC1AFADB1A70B6BEB8B.html,556409,": 2  Like New/unfired with all factory equipment, 2 mags with pinky extensions, and a FIST IWB Kydex Holster ($50.00). Comes with 100rds of ammo/  I also have a Crimson Trace Weapon Light Attached for additional $75.00  Cash Price is Firm!!!  Your trade must value $750 or more on a fair market.  Must sign a bill of sale and not be prohibted from owning a firearm  Text is best, don't anser emails.  352-603-17 nine one",Pistols,550,Tavares/Deland,"Nov 16, 2015"
2015,Smith wesson 1911 sc : Pistols,tjm9746,E62C48A36761C5A8B3E08F38938FBB25370157FDCBE4E32D958F1DC91505DC6D.html,556345,: 1   LNIB 950 CASH   TEXT 772 607 2748 ANYTIME,Pistols,0,Port Saint Lucie,"Nov 15, 2015"
2015,38 Special Revolver.................... $225 : Revolvers,grapher,E8239BACB75D1B192CD844519454E493322B9DC608A56A225BDF5EDB622054D1.html,556930,: 2  I have a Rohm RM40 38 Special 6 shot revolver for sale. Shows some wear but functions perfectly and cylinder locks up very tight.    Selling for $225 or open to trades.  Call or text Stephen at 352-553-3062,Revolvers,225,Lady Lake,"Nov 20, 2015"
2015,Glock 19 gen 3 (TRADE) : Pistols,outlaw23,F172FBB8431FB02C3B67296C1A0A6F361C946B44A6F2F685069559BA43F30FAA.html,557005,": 3   Nib glock 19 gen 3 factory test fired only    Trade for    Ruger gp100 357 (3""/4""/6""   Ruger sp101 357 (2"")   Ruger lcr 357    Ruger lcx 357    (NOT INTERESTED IN ANY OTHER TRADES)   TEXT ME ANYTIME 321 626 8800",Pistols,0,Melbourne,"Nov 20, 2015"
2015,WTT FOR SAM7 UF or SF : Rifles,cesar62188,F721A4908EB68CA7CF0B89AFA8D653A136AA33F8CC2823D11487EB72B13C89E9.html,556097,: 3  I have a milled slr101s bulgarian ak with a m4 stock adapter 60 rounds through it want to trade for a sam7 uf or sf in same condition ! Thanks 7868049949,Rifles,0,MIAMI GARDENS,"Nov 14, 2015"
2015,Trade LNIB Hk 45 V1 safequeen for high end AR orAk : Pistols,Glckmn21,FC85FED6348ED967E20441F809D8DAD59F6B4FE80AF0C971DBAA0E283CEBD457.html,556283,": 4  LNIB Hk 45 V1 with safety and decocker single/double action,never carried only 20 rds down the pipe,no a single scratch on it.  Looking for a High end AR possibly a Colt or AR (Arsenal) can add some ammo for the right trade Text or send pics 786-459-7852",Pistols,0,Broward,"Nov 15, 2015"
2015,ruger sr22 : Pistols,v8hunter99,FD3A92F4AA42AEFFC031F324EE3823A63663FF15D0E1224195C0FC9BBEF5AE1B.html,556142,: 1   Ruger sr22   Great condition    $300,Pistols,0,St Augustine,"Nov 14, 2015"
2015,Miami Gun Show This Weekend! Nov 14-15! : Pistols,edroc57,FDF5760F01FC28F3EC70A7D0FDC5CDDBB41DAA5C292E8C728C778B754B0BCF4E.html,556013,": 2   Miami Gun Show today! Show Special $45 Concealed Weapon Class! Miami Gun Show! FloridaGunExpo.com Miami Gun Show Nov 14th-15th @ Miccosukee Gaming Resort (500 sw 177th ave) FREE Parking! Everyone's Invited! Buy - Sell - Trade - Browse 1000's of Guns, knives, Ammo, tactical gear and more! Need a concealed weapon permit? Class only $45 sign up now!! More info call 305-922-3677 or go to FloridaGunExpo.com",Pistols,0,Miami,"Nov 14, 2015"
